date,below_ma60,dd25,dd40,newlow60,n_stocks,med_pb_pct,idx_pos250,idx_gain250
2023-04-21,65.58,1.68,0.25,37.06,497100,69.6,92.1,128.6
2023-04-24,67.08,1.96,0.29,28.25,497300,54.8,91.5,127.7
2023-04-25,70.94,3.42,0.43,46.46,497400,54.8,89.8,125.4
2023-04-26,70.32,4.42,0.51,9.99,497400,54.8,90.1,125.8
2023-04-27,69.31,5.05,0.56,11.88,497400,54.8,90.2,126.0
2023-04-28,65.15,3.97,0.63,4.36,497400,54.8,91.5,127.7
2023-05-04,62.97,5.02,0.63,8.37,497400,54.8,91.6,127.9
2023-05-05,63.95,5.41,0.67,13.34,497600,54.8,90.5,126.3
2023-05-08,62.32,5.18,0.69,8.0,497700,49.2,91.2,127.3
2023-05-09,65.67,6.23,0.8,18.25,497700,49.2,89.9,120.3
2023-05-10,64.8,6.05,0.8,7.15,497900,49.2,90.1,120.6
2023-05-11,63.26,5.67,0.85,5.63,498000,49.2,90.1,115.5
2023-05-12,64.57,6.28,1.03,12.67,498100,49.2,88.9,113.4
2023-05-15,62.97,5.38,1.05,3.64,498100,46.8,89.6,114.2
2023-05-16,64.46,6.19,1.16,9.23,498300,46.8,88.6,111.6
2023-05-17,61.76,5.03,1.1,4.38,498400,46.8,89.2,110.2
2023-05-18,59.97,4.24,1.03,5.94,498600,46.8,89.6,110.0
2023-05-19,59.99,4.27,1.0,4.94,498900,46.8,89.8,110.3
2023-05-22,58.27,4.04,0.81,3.84,499100,54.4,89.7,110.2
2023-05-23,61.51,3.91,0.71,6.59,499300,54.4,88.8,109.1
2023-05-24,62.21,3.77,0.69,8.85,499400,54.4,88.6,108.8
2023-05-25,61.85,3.87,0.69,10.94,499500,54.4,88.4,108.6
2023-05-26,59.73,3.93,0.65,7.55,499600,54.4,89.0,109.4
2023-05-29,60.62,3.89,0.72,12.42,499600,52.0,88.9,109.2
2023-05-30,58.94,3.73,0.69,8.94,499600,52.0,89.3,109.7
2023-05-31,59.68,3.77,0.71,12.37,499600,52.0,89.3,109.6
2023-06-01,59.35,3.39,0.65,7.48,499800,52.0,89.4,109.9
2023-06-02,56.87,3.35,0.58,2.14,500000,52.0,90.1,110.7
2023-06-05,54.35,3.1,0.56,4.18,500100,57.6,90.2,110.8
2023-06-06,63.39,3.39,0.69,12.62,500200,57.6,88.3,108.4
2023-06-07,61.52,3.49,0.67,11.93,500200,57.6,88.3,108.4
2023-06-08,62.86,3.73,0.87,12.91,500300,57.6,87.6,107.7
2023-06-09,61.09,3.8,0.8,8.8,500500,57.6,88.4,108.5
2023-06-12,58.14,3.73,0.81,5.41,500600,50.8,88.8,109.1
2023-06-13,55.8,3.84,0.89,6.01,500600,50.8,89.2,109.5
2023-06-14,55.71,3.87,0.89,7.24,500700,50.8,89.5,109.9
2023-06-15,55.21,3.97,0.81,3.4,500800,50.8,90.0,110.5
2023-06-16,52.91,4.09,0.78,2.39,500900,50.8,90.7,111.4
2023-06-19,53.96,4.02,0.81,6.41,501100,53.2,91.0,111.8
2023-06-20,55.84,4.11,0.8,11.52,501300,53.2,91.1,111.9
2023-06-21,61.54,4.44,0.94,17.35,501600,53.2,89.1,109.4
2023-06-26,67.43,4.91,1.14,23.37,501500,40.0,87.3,107.3
2023-06-27,61.62,4.45,0.96,2.15,501900,40.0,88.5,108.7
2023-06-28,61.25,4.56,1.03,5.21,502000,40.0,88.1,108.2
2023-06-29,57.14,4.09,0.96,3.95,501900,40.0,88.7,108.9
2023-06-30,51.86,3.82,0.85,1.48,502000,40.0,89.8,110.3
2023-07-03,49.0,3.64,0.83,1.52,502100,56.4,90.0,110.5
2023-07-04,47.11,3.59,0.81,1.58,502200,56.4,90.3,110.9
2023-07-05,49.14,3.75,0.74,3.08,502100,56.4,89.6,110.0
2023-07-06,49.16,3.46,0.74,3.8,501800,56.4,89.3,109.7
2023-07-07,50.48,3.77,0.69,5.27,501900,56.4,88.7,109.0
2023-07-10,49.9,3.51,0.67,3.62,501800,55.6,88.8,109.1
2023-07-11,46.42,3.49,0.65,2.03,501800,55.6,89.5,109.9
2023-07-12,50.9,3.91,0.71,6.97,501900,55.6,88.2,108.3
2023-07-13,46.19,3.28,0.65,1.45,501700,55.6,89.1,109.4
2023-07-14,46.5,2.82,0.58,2.61,501700,55.6,89.0,109.4
2023-07-17,47.15,2.77,0.63,4.24,501900,56.4,88.6,108.9
2023-07-18,46.06,3.01,0.62,4.22,501900,56.4,88.6,108.8
2023-07-19,45.72,2.53,0.43,4.49,502200,56.4,88.3,108.5
2023-07-20,50.79,2.37,0.45,7.24,502400,56.4,87.2,107.1
2023-07-21,51.67,2.25,0.31,6.05,502500,56.4,87.1,107.0
2023-07-24,52.56,2.21,0.31,5.0,502700,46.4,87.0,106.8
2023-07-25,43.29,1.9,0.24,0.81,502800,46.4,88.4,108.6
2023-07-26,45.07,2.28,0.18,2.75,503100,46.4,87.8,107.9
2023-07-27,47.85,2.55,0.18,6.26,503200,46.4,87.2,107.1
2023-07-28,44.2,2.35,0.14,3.55,503200,46.4,87.9,108.0
2023-07-31,40.99,2.17,0.13,2.55,503100,56.4,88.6,108.9
2023-08-01,42.44,1.83,0.09,3.66,503300,56.4,88.5,108.7
2023-08-02,43.58,1.74,0.07,4.15,503300,56.4,88.4,108.5
2023-08-03,44.56,1.5,0.07,3.57,503500,56.4,88.4,108.6
2023-08-04,44.47,1.12,0.04,2.26,503400,56.4,88.9,109.2
2023-08-07,48.36,1.03,0.04,5.67,503500,49.6,88.5,108.7
2023-08-08,49.54,0.87,0.02,5.21,503600,49.6,88.0,108.1
2023-08-09,53.85,1.0,0.02,7.7,503900,49.6,87.3,107.3
2023-08-10,51.6,0.8,0.02,3.33,504000,49.6,87.4,107.4
2023-08-11,61.43,0.96,0.0,14.96,503900,49.6,85.8,105.3
2023-08-14,59.77,0.63,0.0,7.6,503900,44.0,86.0,105.6
2023-08-15,61.33,0.74,0.0,14.92,504100,44.0,85.2,104.6
2023-08-16,63.91,0.74,0.0,23.54,504200,44.0,84.2,103.4
2023-08-17,58.95,0.47,0.0,2.81,504400,44.0,85.0,104.4
2023-08-18,63.46,0.54,0.0,16.6,504600,44.0,83.2,102.2
2023-08-21,65.78,0.56,0.0,20.15,504600,37.6,82.4,101.2
2023-08-22,67.25,0.56,0.0,13.2,504700,37.6,83.0,101.9
2023-08-23,71.94,1.0,0.0,30.42,504800,37.6,81.3,100.0
2023-08-24,73.53,1.1,0.02,19.68,504800,37.6,81.5,100.2
2023-08-25,76.48,1.83,0.05,39.63,504900,37.6,80.0,100.0
2023-08-28,71.68,1.54,0.09,15.39,505000,33.2,80.6,100.7
2023-08-29,61.63,0.76,0.02,0.54,505000,33.2,83.6,103.9
2023-08-30,59.1,0.65,0.02,1.52,505100,33.2,84.0,104.4
2023-08-31,61.71,0.74,0.02,3.51,505100,33.2,83.6,103.8
2023-09-01,60.37,0.81,0.02,2.06,505200,33.2,86.5,103.9
2023-09-04,53.01,0.63,0.02,0.56,505200,59.2,87.8,105.4
2023-09-05,56.26,0.71,0.02,1.1,505300,59.2,87.3,104.9
2023-09-06,53.74,0.72,0.02,1.56,505400,59.2,87.7,105.4
2023-09-07,62.5,1.01,0.02,5.78,505400,59.2,86.1,103.5
2023-09-08,61.22,1.12,0.02,5.27,505500,59.2,86.4,103.8
2023-09-11,56.31,0.96,0.02,0.63,505700,60.0,87.5,105.2
2023-09-12,57.02,0.92,0.04,1.29,505700,60.0,87.6,105.2
2023-09-13,63.12,0.87,0.05,3.93,505700,60.0,86.4,103.8
2023-09-14,66.61,1.18,0.05,8.27,505800,60.0,85.9,103.2
2023-09-15,65.53,1.27,0.04,6.7,505900,60.0,86.1,103.4
2023-09-18,61.23,1.25,0.02,2.95,505900,52.8,86.1,103.5
2023-09-19,65.58,1.2,0.02,8.71,505900,52.8,85.4,102.6
2023-09-20,68.24,1.16,0.02,12.89,506100,52.8,84.7,101.8
2023-09-21,71.77,1.12,0.0,17.6,506200,52.8,84.1,101.0
2023-09-22,65.07,0.74,0.0,0.47,506200,52.8,85.7,103.0
2023-09-25,65.74,0.81,0.0,5.83,506400,47.6,85.3,102.5
2023-09-26,68.26,0.72,0.02,9.34,506400,47.6,84.9,102.0
2023-09-27,66.12,0.78,0.02,4.89,506400,47.6,85.4,102.6
2023-09-28,60.58,0.6,0.0,2.25,506600,47.6,86.1,103.4
2023-10-09,63.12,0.65,0.02,9.6,506600,50.8,85.8,103.1
2023-10-10,63.88,0.6,0.02,11.48,506700,50.8,85.6,102.8
2023-10-11,62.3,0.63,0.02,11.24,506800,50.8,85.8,103.1
2023-10-12,59.73,0.69,0.02,3.22,506800,50.8,86.4,103.8
2023-10-13,61.76,0.71,0.02,15.59,506800,50.8,86.1,103.5
2023-10-16,63.7,0.72,0.04,17.2,506800,45.2,85.3,102.5
2023-10-17,63.79,0.81,0.04,12.93,507000,45.2,85.1,102.3
2023-10-18,70.02,1.07,0.05,32.39,507000,45.2,83.6,100.5
2023-10-19,72.82,1.07,0.04,33.06,507000,45.2,82.7,100.0
2023-10-20,76.3,1.43,0.11,31.94,507000,45.2,81.7,100.0
2023-10-23,79.65,2.25,0.13,53.7,507100,26.8,79.8,100.0
2023-10-24,74.69,1.38,0.11,4.13,507200,26.8,81.0,101.4
2023-10-25,70.51,1.03,0.09,3.91,507200,26.8,81.8,102.5
2023-10-26,68.37,1.09,0.13,3.95,507100,26.8,82.3,103.1
2023-10-27,62.16,0.91,0.09,1.45,507100,26.8,83.8,104.9
2023-10-30,55.82,0.74,0.07,1.92,507200,38.8,85.0,106.5
2023-10-31,56.13,0.96,0.09,2.84,507300,38.8,84.5,105.9
2023-11-01,53.63,1.03,0.07,2.68,507400,38.8,84.4,105.7
2023-11-02,57.36,1.2,0.07,5.4,507400,38.8,83.3,104.4
2023-11-03,52.16,0.89,0.05,0.72,507500,38.8,84.6,105.9
2023-11-06,43.96,0.62,0.05,0.27,507500,45.2,86.3,108.1
2023-11-07,41.43,0.34,0.04,0.71,507600,45.2,86.6,108.5
2023-11-08,40.59,0.29,0.02,1.25,507600,45.2,86.9,108.9
2023-11-09,42.01,0.31,0.05,0.72,507700,45.2,86.4,108.2
2023-11-10,41.99,0.45,0.05,1.72,507700,45.2,86.2,108.0
2023-11-13,36.18,0.4,0.04,0.92,507800,52.0,87.0,109.0
2023-11-14,34.37,0.36,0.05,0.54,507800,52.0,87.5,109.6
2023-11-15,30.73,0.34,0.04,0.27,507800,52.0,87.9,110.1
2023-11-16,34.84,0.29,0.05,0.96,507900,52.0,87.0,109.0
2023-11-17,30.91,0.34,0.04,1.23,508000,52.0,87.8,110.0
2023-11-20,26.78,0.33,0.04,0.78,508000,64.0,88.5,110.9
2023-11-21,28.34,0.34,0.07,0.36,508000,64.0,87.9,110.2
2023-11-22,33.62,0.36,0.05,1.59,508000,64.0,86.8,108.8
2023-11-23,28.81,0.34,0.04,0.42,508000,64.0,87.7,109.9
2023-11-24,36.1,0.51,0.04,1.65,508000,64.0,86.6,108.5
2023-11-27,36.48,0.54,0.04,2.75,508000,49.6,86.5,108.4
2023-11-28,32.86,0.56,0.02,1.63,508100,49.6,87.0,109.0
2023-11-29,36.05,0.72,0.02,4.22,508200,49.6,86.5,108.4
2023-11-30,39.13,0.69,0.02,4.38,508200,49.6,86.1,107.8
2023-12-01,36.19,0.56,0.02,2.9,508300,49.6,86.8,108.7
2023-12-04,35.98,0.56,0.04,4.4,508300,49.6,86.6,108.4
2023-12-05,46.97,0.58,0.04,9.16,508400,49.6,84.8,106.3
2023-12-06,44.63,0.49,0.05,4.13,508500,49.6,85.3,106.8
2023-12-07,46.28,0.63,0.07,6.01,508500,49.6,85.2,106.8
2023-12-08,53.94,0.89,0.07,8.73,508600,49.6,85.0,106.5
2023-12-11,47.71,0.72,0.09,3.48,508600,42.0,86.0,107.7
2023-12-12,45.43,0.63,0.07,2.79,508700,42.0,86.1,107.8
2023-12-13,46.89,0.74,0.07,8.18,508800,42.0,85.2,106.8
2023-12-14,47.75,0.96,0.11,7.03,508800,42.0,84.8,106.3
2023-12-15,50.84,0.85,0.11,7.33,508900,42.0,84.3,105.6
2023-12-18,58.27,0.96,0.09,16.62,509000,33.6,82.9,103.9
2023-12-19,57.6,0.78,0.09,10.14,509000,33.6,83.0,104.0
2023-12-20,61.74,0.85,0.09,17.51,509100,33.6,81.6,102.2
2023-12-21,59.62,0.74,0.09,5.31,509200,33.6,82.1,102.9
2023-12-22,67.21,1.27,0.11,13.09,509300,33.6,81.2,101.7
2023-12-25,69.69,1.43,0.11,14.27,509300,28.8,81.2,101.7
2023-12-26,73.66,1.74,0.11,23.19,509400,28.8,80.0,100.2
2023-12-27,71.3,1.48,0.14,7.04,509500,28.8,80.6,101.0
2023-12-28,63.88,1.43,0.14,0.69,509600,28.8,82.2,103.0
2023-12-29,55.08,0.98,0.14,0.62,509700,28.8,83.3,104.4
2024-01-02,51.6,1.03,0.13,1.05,509700,28.8,82.9,103.8
2024-01-03,53.01,1.03,0.13,2.23,509800,28.8,82.5,103.3
2024-01-04,54.32,0.92,0.13,3.77,509800,28.8,81.9,102.6
2024-01-05,61.6,1.36,0.13,9.36,509800,28.8,80.4,100.7
2024-01-08,70.18,1.77,0.14,21.96,509800,26.4,78.5,100.0
2024-01-09,66.61,1.67,0.14,10.27,509800,26.4,78.6,100.2
2024-01-10,69.73,2.53,0.13,18.63,509900,26.4,78.0,100.0
2024-01-11,64.48,1.43,0.09,1.58,510100,26.4,79.4,101.8
2024-01-12,66.56,2.03,0.13,6.19,510100,26.4,78.9,101.1
2024-01-15,66.9,1.72,0.13,9.56,510100,27.2,78.7,100.9
2024-01-16,69.06,1.63,0.11,17.67,510100,27.2,78.4,100.5
2024-01-17,76.72,2.15,0.09,41.41,510100,27.2,76.3,100.0
2024-01-18,79.16,1.97,0.09,38.75,510200,27.2,76.1,100.0
2024-01-19,80.77,2.32,0.09,48.85,510300,27.2,75.1,100.0
2024-01-22,86.38,6.88,0.16,73.58,510300,5.6,70.8,100.0
2024-01-23,85.62,6.72,0.14,35.94,510300,5.6,71.9,101.6
2024-01-24,83.87,5.98,0.14,9.76,510500,5.6,72.8,102.9
2024-01-25,79.72,3.11,0.07,0.62,510400,5.6,75.3,106.3
2024-01-26,79.0,4.94,0.07,4.73,510400,5.6,74.6,105.4
2024-01-29,82.13,7.66,0.11,22.63,510400,5.6,72.6,102.6
2024-01-30,84.88,11.1,0.25,48.67,510500,5.6,70.6,100.0
2024-01-31,86.49,27.65,0.72,68.19,510500,5.6,67.7,100.0
2024-02-01,87.22,27.81,0.72,59.33,510500,5.6,67.3,100.0
2024-02-02,87.76,44.6,1.63,74.42,510600,5.6,64.8,100.0
2024-02-05,88.39,63.06,14.05,79.27,510600,0.4,60.8,100.0
2024-02-06,86.57,55.59,14.94,25.73,510600,0.4,65.0,107.0
2024-02-07,84.01,54.16,23.85,38.13,510600,0.4,67.9,111.8
2024-02-08,82.64,41.97,11.12,0.85,510800,0.4,70.7,116.3
2024-02-19,82.15,34.73,5.18,0.13,510800,0.8,71.2,117.2
2024-02-20,81.8,29.95,3.28,0.05,510800,0.8,71.4,117.5
2024-02-21,80.93,22.0,0.96,0.07,510800,0.8,71.8,118.2
2024-02-22,79.52,13.8,0.31,0.05,510800,0.8,72.9,120.0
2024-02-23,78.16,5.65,0.09,0.05,510800,0.8,74.0,121.7
2024-02-26,76.77,2.7,0.13,0.05,510800,1.6,74.4,122.4
2024-02-27,71.94,1.52,0.05,0.05,510800,1.6,76.6,125.6
2024-02-28,78.69,7.53,0.11,0.09,510900,1.6,73.2,120.0
2024-02-29,71.94,4.11,0.07,0.07,510900,1.6,75.9,124.5
2024-03-01,69.13,3.44,0.09,0.14,511000,1.6,76.7,125.8
2024-03-04,67.48,1.86,0.04,0.14,510900,2.8,77.1,126.4
2024-03-05,69.67,1.67,0.04,0.24,510900,2.8,76.3,125.2
2024-03-06,67.97,0.34,0.04,0.11,510900,2.8,76.4,125.4
2024-03-07,70.09,0.22,0.04,0.18,510900,2.8,75.3,123.5
2024-03-08,66.99,0.11,0.02,0.13,510900,2.8,76.3,125.1
2024-03-11,61.33,0.13,0.0,0.05,510900,4.8,77.6,127.3
2024-03-12,57.87,0.13,0.02,0.07,510900,4.8,78.0,128.0
2024-03-13,55.82,0.11,0.02,0.14,511100,4.8,78.4,128.6
2024-03-14,57.94,0.2,0.02,0.11,511100,4.8,77.9,127.8
2024-03-15,52.51,0.16,0.02,0.09,511100,4.8,78.9,129.4
2024-03-18,43.89,0.14,0.02,0.07,511000,9.2,80.2,131.6
2024-03-19,43.47,0.13,0.02,0.09,511000,9.2,79.6,130.6
2024-03-20,37.08,0.13,0.02,0.13,511200,9.2,80.4,131.8
2024-03-21,36.18,0.05,0.02,0.13,511200,9.2,80.3,131.8
2024-03-22,44.52,0.14,0.02,0.27,511200,9.2,79.5,130.3
2024-03-25,53.9,0.29,0.02,0.4,511200,5.6,77.6,127.3
2024-03-26,53.74,0.38,0.04,0.36,511200,5.6,77.4,126.9
2024-03-27,65.25,0.85,0.05,0.94,511200,5.6,74.8,122.7
2024-03-28,57.6,0.36,0.05,0.38,511400,5.6,76.4,125.4
2024-03-29,51.42,0.43,0.05,0.38,511300,5.6,77.3,126.7
2024-04-01,37.93,0.36,0.07,0.25,511300,8.0,78.9,129.5
2024-04-02,36.28,0.6,0.07,0.25,511400,8.0,78.5,128.8
2024-04-03,40.09,1.01,0.11,0.47,511400,8.0,78.1,128.1
2024-04-08,51.48,2.05,0.11,1.16,511500,4.4,76.7,125.8
2024-04-09,43.36,1.67,0.13,0.24,511500,4.4,77.7,127.4
2024-04-10,52.74,2.92,0.14,1.1,511500,4.4,76.2,125.0
2024-04-11,50.84,2.93,0.18,1.29,511600,4.4,76.4,125.3
2024-04-12,53.43,3.42,0.2,2.08,511600,4.4,75.8,124.4
2024-04-15,62.86,9.38,0.4,2.52,511700,1.2,75.1,123.2
2024-04-16,73.24,26.76,1.74,8.38,511700,1.2,71.9,118.0
2024-04-17,64.95,11.59,0.53,0.71,511700,1.2,75.1,123.2
2024-04-18,63.72,12.29,0.63,1.12,511600,1.2,75.1,123.1
2024-04-19,63.53,14.3,0.74,2.48,511600,1.2,75.0,122.6
2024-04-22,64.55,14.07,0.89,2.43,511600,1.2,74.7,122.2
2024-04-23,63.77,8.33,0.67,2.03,511600,1.2,74.3,121.6
2024-04-24,57.85,5.12,0.67,1.92,511600,1.2,75.6,123.6
2024-04-25,56.71,4.36,0.6,1.09,511500,1.2,75.7,123.8
2024-04-26,50.44,3.87,0.67,0.81,511400,1.2,77.2,126.2
2024-04-29,35.96,2.53,0.58,0.6,511400,4.0,79.3,129.2
2024-04-30,38.91,2.97,0.63,0.81,511400,4.0,78.9,128.1
2024-05-06,29.86,2.5,0.6,0.71,511400,5.6,80.5,130.6
2024-05-07,27.14,2.12,0.6,0.85,511400,5.6,83.0,131.0
2024-05-08,33.79,2.19,0.63,1.21,511400,5.6,82.2,129.0
2024-05-09,27.97,2.15,0.69,1.27,511500,5.6,83.6,131.1
2024-05-10,33.53,2.23,0.76,1.56,511500,5.6,82.8,129.8
2024-05-13,42.21,2.82,0.78,2.17,511600,3.6,82.0,128.6
2024-05-14,39.62,2.55,0.74,1.85,511600,3.6,82.4,129.3
2024-05-15,43.76,2.17,0.56,2.52,511600,3.6,81.6,128.0
2024-05-16,42.78,2.1,0.51,2.61,511600,3.6,81.9,127.9
2024-05-17,38.78,1.99,0.69,1.38,511600,3.6,83.0,129.6
2024-05-20,38.6,1.97,0.8,1.83,511600,6.0,83.6,130.4
2024-05-21,43.51,2.25,0.83,3.51,511600,6.0,82.7,129.0
2024-05-22,42.26,2.14,0.87,2.03,511600,6.0,82.8,129.0
2024-05-23,53.12,2.35,0.87,5.99,511600,6.0,80.9,126.1
2024-05-24,56.8,2.77,0.94,8.09,511600,6.0,79.9,124.6
2024-05-27,54.57,2.93,0.91,4.56,511600,2.8,80.7,125.9
2024-05-28,58.68,3.4,0.89,8.8,511600,2.8,79.9,124.6
2024-05-29,58.19,3.57,1.01,6.84,511600,2.8,79.9,124.6
2024-05-30,61.25,3.95,1.07,7.51,511600,2.8,79.7,124.3
2024-05-31,59.13,3.86,1.01,4.54,511600,2.8,80.0,124.7
2024-06-03,65.36,4.54,1.12,13.56,511600,2.0,78.9,123.1
2024-06-04,66.59,4.96,1.09,13.49,511600,2.0,79.4,123.8
2024-06-05,71.66,6.32,1.2,21.08,511500,2.0,78.3,122.2
2024-06-06,76.93,11.1,1.72,37.61,511500,2.0,76.6,119.5
2024-06-07,75.83,7.68,1.45,6.55,511600,2.0,77.0,120.0
2024-06-11,75.48,7.35,1.23,4.69,511600,2.0,77.7,121.1
2024-06-12,73.26,5.85,1.03,3.69,511700,2.0,77.9,121.5
2024-06-13,73.64,6.72,0.98,8.35,511700,2.0,77.4,120.7
2024-06-14,73.6,6.59,0.98,5.94,511600,2.0,77.4,120.7
2024-06-17,74.09,6.84,1.0,10.03,511600,1.2,77.4,120.8
2024-06-18,71.3,5.41,0.81,4.6,511600,1.2,78.1,121.8
2024-06-19,72.26,5.49,0.81,10.72,511600,1.2,77.1,120.2
2024-06-20,76.05,6.34,0.85,22.6,511700,1.2,75.5,117.8
2024-06-21,75.9,6.1,0.92,15.3,511700,1.2,75.5,117.8
2024-06-24,80.93,8.04,1.32,43.24,511700,0.8,73.0,113.9
2024-06-25,81.33,7.15,1.3,20.77,511700,0.8,72.4,112.9
2024-06-26,78.42,5.11,0.96,2.1,511800,0.8,74.5,116.1
2024-06-27,80.9,5.72,1.18,12.15,511700,0.8,72.7,113.3
2024-06-28,78.71,5.36,1.1,10.56,511500,0.8,73.1,114.0
2024-07-01,78.13,4.42,1.07,5.56,511500,1.6,73.8,115.1
2024-07-02,78.25,4.47,1.14,8.64,511500,1.6,73.3,114.3
2024-07-03,80.05,4.2,1.09,11.66,511300,1.6,73.3,113.4
2024-07-04,82.89,4.85,1.18,29.97,511300,1.6,71.7,110.9
2024-07-05,82.18,4.29,0.92,7.68,511300,1.6,72.5,112.1
2024-07-08,84.01,5.83,1.12,41.06,511300,0.8,70.7,109.3
2024-07-09,80.97,4.83,0.92,9.72,511300,0.8,72.3,111.7
2024-07-10,81.41,5.31,0.89,20.41,511300,0.8,72.0,111.3
2024-07-11,77.84,3.39,0.63,1.72,511100,0.8,73.7,114.0
2024-07-12,78.0,3.46,0.51,2.88,511100,0.8,73.5,113.6
2024-07-15,79.88,3.91,0.6,8.64,511100,1.2,73.3,112.5
2024-07-16,79.27,3.4,0.47,9.78,511100,1.2,73.5,112.7
2024-07-17,81.44,3.31,0.49,17.36,511100,1.2,72.9,111.7
2024-07-18,81.5,3.04,0.42,16.42,510900,1.2,73.1,112.1
2024-07-19,80.52,2.23,0.27,6.97,510900,1.2,73.3,112.3
2024-07-22,80.1,1.99,0.25,7.41,510900,1.2,73.7,112.4
2024-07-23,82.85,2.44,0.42,26.42,510900,1.2,71.7,109.4
2024-07-24,84.07,2.64,0.45,41.06,510800,1.2,70.8,107.9
2024-07-25,83.67,2.52,0.43,14.3,510700,1.2,70.9,107.9
2024-07-26,82.18,1.94,0.29,2.32,510800,1.2,71.9,109.5
2024-07-29,80.66,1.72,0.24,7.35,510700,1.2,71.7,109.1
2024-07-30,79.2,1.59,0.18,6.19,510700,1.2,72.0,109.5
2024-07-31,71.54,0.89,0.09,0.49,510800,1.2,74.8,113.9
2024-08-01,69.35,0.91,0.09,1.01,510900,1.2,74.6,113.6
2024-08-02,73.15,1.01,0.11,2.5,510900,1.2,73.6,112.0
2024-08-05,79.36,1.81,0.11,11.88,510800,1.6,71.6,109.0
2024-08-06,74.02,1.18,0.07,1.81,510900,1.6,72.7,110.6
2024-08-07,73.0,1.12,0.05,2.25,510800,1.6,72.6,110.5
2024-08-08,72.77,1.18,0.07,3.75,510800,1.6,72.5,110.4
2024-08-09,74.98,1.14,0.07,5.59,510800,1.6,72.0,109.5
2024-08-12,76.01,1.27,0.09,9.67,510500,2.0,71.5,108.9
2024-08-13,72.57,1.12,0.09,2.79,510500,2.0,71.9,109.4
2024-08-14,72.91,1.12,0.11,8.64,510600,2.0,71.1,108.3
2024-08-15,68.35,1.0,0.09,3.01,510300,2.0,72.1,109.3
2024-08-16,69.71,1.07,0.09,8.58,510300,2.0,71.9,108.4
2024-08-19,68.66,1.2,0.09,9.94,510100,2.4,72.6,108.6
2024-08-20,74.02,1.48,0.09,22.51,510100,2.4,71.3,106.7
2024-08-21,74.83,1.5,0.07,18.05,510200,2.4,72.0,105.9
2024-08-22,78.22,1.68,0.07,31.61,510200,2.4,71.1,104.6
2024-08-23,78.36,2.19,0.07,26.8,510100,2.4,71.8,104.7
2024-08-26,75.43,2.08,0.09,7.3,510100,0.8,72.2,105.1
2024-08-27,77.42,2.64,0.05,24.08,510000,0.8,71.3,103.9
2024-08-28,75.79,2.61,0.07,10.88,510000,0.8,71.5,104.1
2024-08-29,71.63,1.76,0.07,3.42,510000,0.8,72.6,105.8
2024-08-30,63.3,1.16,0.05,1.05,509900,0.8,74.0,107.8
2024-09-02,67.9,1.56,0.04,8.62,509800,4.0,72.5,105.6
2024-09-03,64.31,1.14,0.04,3.95,510000,4.0,73.1,106.5
2024-09-04,66.63,1.1,0.04,8.26,510100,4.0,72.8,106.0
2024-09-05,61.2,0.87,0.02,2.7,510000,4.0,73.4,106.8
2024-09-06,68.51,1.03,0.04,14.79,510000,4.0,72.1,105.0
2024-09-09,68.1,1.12,0.04,15.59,510000,2.8,71.6,104.3
2024-09-10,64.96,0.98,0.05,8.47,510000,2.8,71.8,104.5
2024-09-11,66.88,1.21,0.05,12.57,510100,2.8,71.7,104.5
2024-09-12,66.7,1.14,0.04,13.18,510100,2.8,71.5,104.1
2024-09-13,70.67,1.23,0.09,26.33,510100,2.8,70.6,102.8
2024-09-18,73.2,1.29,0.11,28.41,510000,2.8,70.3,102.5
2024-09-19,64.02,0.98,0.09,1.38,510000,2.8,71.7,104.4
2024-09-20,64.51,0.91,0.09,6.48,510000,2.8,71.4,104.0
2024-09-23,63.57,0.91,0.07,6.68,510000,1.6,71.5,104.1
2024-09-24,47.51,0.67,0.05,0.09,510000,1.6,74.2,108.1
2024-09-25,40.49,0.49,0.04,0.11,510000,1.6,74.9,109.2
2024-09-26,23.39,0.43,0.02,0.07,510200,1.6,77.9,113.5
2024-09-27,7.39,0.29,0.0,0.04,510100,1.6,82.1,119.6
2024-09-30,0.56,0.11,0.0,0.02,510200,18.4,91.3,133.0
2024-10-08,0.6,0.07,0.0,0.04,510200,18.4,99.2,144.5
2024-10-09,2.32,0.2,0.0,0.13,510200,18.4,91.6,133.4
2024-10-10,2.25,0.27,0.0,0.13,510200,18.4,90.4,131.7
2024-10-11,4.4,1.09,0.04,0.04,510200,18.4,86.6,126.2
2024-10-14,2.46,0.33,0.0,0.02,510200,12.8,89.8,130.8
2024-10-15,3.95,0.78,0.0,0.02,510200,12.8,88.1,128.3
2024-10-16,4.02,1.32,0.04,0.02,510300,12.8,88.3,128.7
2024-10-17,5.2,1.32,0.04,0.05,510300,12.8,88.0,128.2
2024-10-18,2.9,0.36,0.05,0.0,510300,12.8,91.9,133.9
2024-10-21,2.88,0.2,0.05,0.11,510300,19.6,93.7,136.5
2024-10-22,1.99,0.11,0.05,0.0,510300,19.6,94.2,137.2
2024-10-23,1.86,0.11,0.05,0.02,510300,19.6,94.4,137.5
2024-10-24,1.76,0.24,0.05,0.02,510500,19.6,93.7,136.5
2024-10-25,1.68,0.14,0.05,0.09,510600,19.6,95.5,139.2
2024-10-28,1.32,0.14,0.05,0.05,510600,27.6,97.3,141.7
2024-10-29,1.92,0.38,0.07,0.09,510700,27.6,95.7,139.4
