date,below_ma60,dd25,dd40,newlow60,n_stocks,med_pb_pct,idx_pos250,idx_gain250
2021-10-20,52.85,3.26,0.14,4.92,450900,57.6,94.4,124.5
2021-10-21,53.81,3.02,0.11,7.98,451200,57.6,94.1,124.1
2021-10-22,56.2,3.75,0.07,9.09,451200,57.6,93.3,123.0
2021-10-25,55.62,2.52,0.05,7.68,451500,54.4,94.5,124.6
2021-10-26,56.65,2.79,0.05,9.81,451800,54.4,94.2,124.2
2021-10-27,59.82,3.26,0.07,22.07,452300,54.4,93.2,123.0
2021-10-28,63.15,3.31,0.07,25.31,452500,54.4,91.2,120.2
2021-10-29,61.07,1.92,0.05,4.0,452600,54.4,92.6,122.2
2021-11-01,58.27,1.81,0.05,3.02,452800,47.2,93.5,123.3
2021-11-02,59.59,2.19,0.05,13.53,453000,47.2,92.4,121.9
2021-11-03,59.04,1.81,0.04,3.48,453100,47.2,92.6,122.2
2021-11-04,55.91,1.48,0.04,2.72,453100,47.2,93.9,123.8
2021-11-05,55.95,1.94,0.05,6.46,453100,47.2,92.7,122.2
2021-11-08,55.73,1.48,0.04,3.39,453100,51.2,93.1,122.8
2021-11-09,52.54,1.18,0.02,1.81,453100,51.2,94.5,124.6
2021-11-10,50.73,1.18,0.02,2.1,453400,51.2,94.5,124.6
2021-11-11,48.0,1.0,0.02,0.54,453600,51.2,95.3,125.6
2021-11-12,45.57,0.94,0.02,1.3,453900,51.2,96.6,127.3
2021-11-15,40.96,1.12,0.04,1.2,454100,60.4,96.3,127.0
2021-11-16,43.49,1.56,0.0,2.14,454400,60.4,95.2,125.5
2021-11-17,39.16,1.07,0.0,0.42,454600,60.4,96.9,127.8
2021-11-18,41.79,0.74,0.0,0.96,454900,60.4,96.8,127.6
2021-11-19,38.13,0.53,0.0,0.31,455000,60.4,97.9,129.1
2021-11-22,36.09,0.42,0.0,0.43,455300,63.6,99.7,131.5
2021-11-23,35.07,0.38,0.0,0.45,455300,63.6,99.6,131.4
2021-11-24,33.66,0.31,0.0,0.38,455400,63.6,99.6,131.3
2021-11-25,32.61,0.27,0.0,0.43,455400,63.6,99.4,131.1
2021-11-26,34.64,0.29,0.0,1.03,455700,63.6,99.6,131.4
2021-11-29,37.15,0.2,0.0,2.1,455800,65.2,100.0,132.3
2021-11-30,32.81,0.18,0.0,1.16,455900,65.2,100.0,133.2
2021-12-01,28.28,0.22,0.0,0.49,456100,65.2,100.0,133.3
2021-12-02,32.32,0.33,0.0,0.96,456200,65.2,98.9,131.8
2021-12-03,30.49,0.4,0.02,0.58,456300,65.2,99.6,132.7
2021-12-06,39.22,0.42,0.02,1.12,456600,64.4,98.1,130.8
2021-12-07,42.02,0.62,0.02,1.12,456900,64.4,96.6,128.7
2021-12-08,37.24,0.49,0.02,0.29,457000,64.4,98.3,131.1
2021-12-09,32.9,0.43,0.02,0.24,457100,64.4,98.5,131.2
2021-12-10,31.43,0.36,0.02,0.18,457400,64.4,98.7,131.5
2021-12-13,30.11,0.38,0.02,0.25,457400,68.4,99.1,132.1
2021-12-14,27.68,0.22,0.02,0.33,457500,68.4,99.1,132.0
2021-12-15,26.36,0.18,0.0,0.6,457900,68.4,98.8,131.6
2021-12-16,22.76,0.36,0.0,0.47,458100,68.4,99.4,132.4
2021-12-17,25.82,0.65,0.0,1.21,458200,68.4,98.0,130.6
2021-12-20,30.4,0.94,0.0,2.34,458400,69.6,96.2,128.2
2021-12-21,25.13,0.65,0.0,0.65,458400,69.6,97.4,129.8
2021-12-22,23.23,0.62,0.0,0.56,458800,69.6,98.4,131.2
2021-12-23,25.4,0.72,0.02,1.34,459100,69.6,98.5,131.2
2021-12-24,32.52,1.68,0.04,3.06,459500,69.6,96.5,128.6
2021-12-27,30.44,1.43,0.02,2.15,459600,69.6,96.5,128.6
2021-12-28,28.05,1.03,0.04,0.65,460000,69.6,97.6,130.1
2021-12-29,28.9,1.21,0.02,1.07,460000,69.6,97.5,129.9
2021-12-30,26.43,1.05,0.02,0.78,460300,69.6,98.4,131.1
2021-12-31,24.32,0.89,0.04,0.69,460400,69.6,99.4,132.5
2022-01-04,21.8,0.91,0.04,0.85,460400,69.6,99.1,132.1
2022-01-05,26.31,1.45,0.04,2.59,460500,69.6,96.6,128.7
2022-01-06,24.55,1.09,0.05,1.56,460600,69.6,97.4,129.8
2022-01-07,28.9,2.05,0.07,4.42,460800,69.6,95.4,127.1
2022-01-10,27.25,1.79,0.11,2.9,460800,72.8,96.0,127.9
2022-01-11,28.39,2.17,0.11,4.0,461100,72.8,94.9,126.5
2022-01-12,25.73,1.52,0.09,0.56,461300,72.8,96.6,128.7
2022-01-13,28.66,1.97,0.11,3.49,461400,72.8,94.9,126.5
2022-01-14,32.92,1.81,0.13,3.82,461500,72.8,95.3,127.0
2022-01-17,29.49,1.32,0.09,1.67,461800,74.4,96.9,129.2
2022-01-18,33.04,1.56,0.11,2.93,462000,74.4,96.3,128.3
2022-01-19,33.26,1.77,0.07,4.71,462000,74.4,95.2,126.8
2022-01-20,41.39,3.04,0.18,9.43,462100,74.4,93.0,123.9
2022-01-21,46.15,3.3,0.29,10.77,462200,74.4,91.7,122.2
2022-01-24,49.86,3.15,0.25,8.31,462300,64.8,92.2,122.8
2022-01-25,65.25,5.79,0.33,24.91,462500,64.8,88.5,118.0
2022-01-26,63.46,5.41,0.42,9.07,462700,64.8,89.0,118.6
2022-01-27,70.69,9.0,0.65,33.75,463000,64.8,86.4,115.1
2022-01-28,68.28,7.77,0.63,9.83,463300,64.8,86.6,115.3
2022-02-07,64.66,6.83,0.62,5.61,463300,57.2,87.7,116.8
2022-02-08,58.95,5.43,0.49,4.73,463300,57.2,87.9,117.1
2022-02-09,55.35,4.06,0.34,1.77,463400,57.2,89.5,119.3
2022-02-10,55.6,4.36,0.31,5.07,463600,57.2,89.1,118.7
2022-02-11,60.37,6.57,0.67,11.48,463600,57.2,87.3,116.4
2022-02-14,60.78,6.3,0.54,8.64,463600,58.0,87.0,115.9
2022-02-15,61.07,5.2,0.54,2.37,463700,58.0,88.4,117.9
2022-02-16,57.56,4.45,0.38,0.72,464000,58.0,89.2,118.8
2022-02-17,58.75,4.58,0.38,2.35,464000,58.0,89.6,119.4
2022-02-18,56.27,4.0,0.22,1.56,464200,58.0,90.0,120.0
2022-02-21,52.78,2.26,0.05,1.2,464300,65.6,91.0,121.3
2022-02-22,55.24,2.61,0.09,5.07,464500,65.6,90.4,120.4
2022-02-23,52.69,1.39,0.04,0.38,464600,65.6,92.5,122.6
2022-02-24,59.51,1.79,0.04,7.06,464600,65.6,90.4,119.9
2022-02-25,57.07,1.32,0.04,1.74,464600,65.6,91.4,121.1
2022-02-28,56.73,1.03,0.02,4.07,464800,62.8,92.1,122.1
2022-03-01,53.88,0.69,0.02,1.36,464800,62.8,92.2,122.2
2022-03-02,52.04,0.54,0.02,2.35,464800,62.8,92.0,122.0
2022-03-03,51.42,0.6,0.04,5.2,464800,62.8,91.1,120.8
2022-03-04,54.84,0.69,0.04,8.06,464800,62.8,89.9,119.1
2022-03-07,58.03,1.03,0.04,16.26,465000,59.2,88.0,116.6
2022-03-08,66.99,1.99,0.04,28.82,465100,59.2,85.3,113.0
2022-03-09,69.51,2.12,0.04,34.75,465200,59.2,84.4,111.8
2022-03-10,65.45,1.58,0.04,6.28,465300,59.2,86.3,114.4
2022-03-11,64.13,1.3,0.02,4.11,465500,59.2,86.8,115.0
2022-03-14,69.27,2.52,0.02,26.2,465700,48.4,84.4,111.9
2022-03-15,74.85,7.55,0.09,52.91,466000,48.4,80.4,106.5
2022-03-16,71.54,3.64,0.05,2.44,466100,48.4,83.1,110.1
2022-03-17,69.4,2.15,0.04,0.56,466300,48.4,84.6,112.2
2022-03-18,66.65,2.01,0.04,0.65,466600,48.4,85.4,113.2
2022-03-21,63.46,1.47,0.04,0.34,466600,55.2,86.3,112.6
2022-03-22,63.14,1.47,0.04,1.05,467100,55.2,85.9,112.1
2022-03-23,62.16,1.29,0.04,0.72,467300,55.2,86.5,112.8
2022-03-24,63.5,1.76,0.02,2.68,467400,55.2,85.7,111.5
2022-03-25,64.01,2.1,0.0,4.69,467600,55.2,84.7,110.2
2022-03-28,64.37,2.63,0.02,7.24,467700,53.2,84.0,109.3
2022-03-29,64.91,3.46,0.07,11.99,468000,53.2,83.5,108.6
2022-03-30,62.79,2.01,0.09,0.87,468100,53.2,85.2,110.9
2022-03-31,62.07,1.86,0.11,4.82,468200,53.2,84.1,109.4
2022-04-01,62.63,2.19,0.16,6.28,468300,53.2,84.1,109.4
2022-04-06,58.99,1.81,0.09,5.78,468400,53.2,84.0,109.3
2022-04-07,63.35,2.63,0.09,15.5,468600,53.2,82.2,106.3
2022-04-08,63.72,3.24,0.16,19.21,468700,53.2,81.6,105.5
2022-04-11,66.9,5.11,0.27,33.15,468800,41.2,78.6,101.6
2022-04-12,64.31,3.69,0.27,4.94,469100,41.2,79.6,102.9
2022-04-13,67.43,5.85,0.34,22.04,469300,41.2,78.0,100.9
2022-04-14,65.54,5.54,0.33,8.56,469300,41.2,78.9,102.1
2022-04-15,68.39,7.28,0.36,24.99,469400,41.2,77.9,100.7
2022-04-18,68.28,6.1,0.36,7.91,469400,39.6,78.5,101.5
2022-04-19,66.3,6.12,0.43,6.08,469900,39.6,78.8,101.8
2022-04-20,68.02,6.83,0.51,14.1,470200,39.6,77.4,100.0
2022-04-21,73.85,11.9,0.83,39.6,470500,39.6,74.2,100.0
2022-04-22,73.76,12.53,1.05,34.82,470900,39.6,73.1,100.0
2022-04-25,79.59,30.0,2.35,60.87,471000,10.0,67.4,100.0
2022-04-26,80.1,40.67,3.08,60.56,471100,10.0,65.4,100.0
2022-04-27,79.36,29.77,2.03,8.51,471100,10.0,68.8,105.2
2022-04-28,79.41,36.19,3.08,26.56,471100,10.0,68.2,104.3
2022-04-29,77.42,21.26,1.74,1.81,471500,10.0,71.2,108.9
2022-05-05,75.43,17.06,1.36,2.03,471500,10.0,72.5,110.8
2022-05-06,76.3,18.69,1.36,5.2,471600,10.0,71.6,109.5
2022-05-09,75.32,11.73,1.36,2.23,471600,17.2,72.5,110.9
2022-05-10,73.29,8.15,1.25,1.67,471600,17.2,73.9,113.0
2022-05-11,72.84,6.9,1.25,1.45,471600,17.2,74.5,114.0
2022-05-12,71.86,6.17,1.27,1.99,471800,17.2,74.9,114.6
2022-05-13,70.4,4.83,1.2,1.41,471800,17.2,75.4,115.3
2022-05-16,69.62,4.25,1.12,1.23,471800,27.2,75.5,115.5
2022-05-17,69.35,3.97,1.05,1.56,471900,27.2,76.0,116.2
2022-05-18,68.51,3.86,0.96,1.2,472000,27.2,76.1,116.4
2022-05-19,67.41,3.53,0.85,1.38,472000,27.2,76.7,117.3
2022-05-20,64.75,3.08,0.81,0.87,472300,27.2,77.8,118.9
2022-05-23,62.01,2.5,0.63,0.83,472200,33.2,78.7,120.4
2022-05-24,69.11,2.97,0.67,2.97,472100,33.2,75.5,115.5
2022-05-25,65.49,2.72,0.54,1.29,472200,33.2,76.8,117.5
2022-05-26,63.53,2.88,0.65,1.68,472400,33.2,77.3,118.2
2022-05-27,63.01,2.97,0.69,1.81,472500,33.2,77.1,117.9
2022-05-30,59.41,3.04,0.69,1.59,472500,30.4,78.0,119.3
2022-05-31,55.69,3.3,0.63,1.39,472500,30.4,78.9,120.6
2022-06-01,52.15,3.49,0.74,1.32,472500,30.4,79.1,121.0
2022-06-02,47.91,3.8,0.85,1.86,472500,30.4,80.0,122.3
2022-06-06,41.55,3.57,0.85,0.98,473000,38.0,82.0,125.4
2022-06-07,43.0,3.62,0.92,0.92,473000,38.0,81.9,125.3
2022-06-08,43.87,4.22,1.01,1.58,473400,38.0,82.0,125.5
2022-06-09,51.17,4.74,1.1,2.9,473400,38.0,80.6,123.2
2022-06-10,44.94,4.58,1.14,1.3,473400,38.0,82.3,125.8
2022-06-13,44.4,4.44,1.16,1.59,473400,36.0,82.9,126.7
2022-06-14,43.83,4.42,1.16,1.68,473300,36.0,82.7,126.6
2022-06-15,43.56,4.65,1.16,1.2,473300,36.0,82.6,126.3
2022-06-16,41.06,4.62,1.12,0.94,473300,36.0,83.1,127.2
2022-06-17,40.07,4.33,1.05,1.32,473300,36.0,84.1,128.6
2022-06-20,35.85,4.06,1.01,0.78,473300,40.0,85.0,130.0
2022-06-21,35.87,4.16,0.92,1.36,473000,40.0,84.2,128.7
2022-06-22,43.13,4.2,0.91,2.26,472800,40.0,83.1,127.1
2022-06-23,35.25,3.73,0.76,0.89,472700,40.0,85.0,130.0
2022-06-24,31.49,3.48,0.69,0.87,472900,40.0,86.0,131.6
2022-06-27,28.55,3.06,0.6,0.63,472500,43.6,86.9,133.0
2022-06-28,23.81,2.77,0.49,0.43,472200,43.6,87.9,134.4
2022-06-29,28.92,2.99,0.53,1.14,472200,43.6,85.7,131.0
2022-06-30,26.49,2.53,0.43,0.81,472000,43.6,86.8,132.8
2022-07-01,26.67,2.59,0.45,0.85,472200,43.6,86.8,132.8
2022-07-04,24.88,2.3,0.33,0.87,471900,44.0,87.8,134.4
2022-07-05,27.63,2.46,0.4,1.32,472100,44.0,87.3,133.6
2022-07-06,32.39,2.39,0.36,2.32,472300,44.0,86.3,132.0
2022-07-07,30.69,2.3,0.29,2.08,472300,44.0,87.4,133.7
2022-07-08,28.25,2.17,0.29,1.29,472600,44.0,86.9,132.9
2022-07-11,31.98,2.14,0.31,2.5,472700,40.4,85.6,130.9
2022-07-12,39.49,2.28,0.4,3.3,472800,40.4,84.2,128.7
2022-07-13,34.51,2.06,0.31,1.38,472800,40.4,84.8,129.8
2022-07-14,33.32,1.88,0.25,1.99,472800,40.4,85.9,131.4
2022-07-15,42.08,2.26,0.31,6.46,473100,40.4,85.1,130.1
2022-07-18,32.07,1.58,0.22,0.51,473100,44.4,86.3,132.0
2022-07-19,27.59,1.36,0.22,0.4,473100,44.4,87.0,133.1
2022-07-20,24.62,1.2,0.16,0.2,473100,44.4,88.3,135.0
2022-07-21,26.36,1.23,0.18,0.87,473100,44.4,87.8,134.3
2022-07-22,28.32,1.34,0.25,1.61,473300,44.4,87.3,133.6
2022-07-25,31.09,1.41,0.27,1.61,473500,45.6,86.3,131.9
2022-07-26,28.5,1.2,0.2,0.58,473600,45.6,87.2,133.4
2022-07-27,27.92,1.18,0.14,0.91,473700,45.6,88.1,134.8
2022-07-28,26.43,1.12,0.13,0.8,473800,45.6,88.8,135.8
2022-07-29,30.24,1.1,0.14,2.7,474100,45.6,88.4,135.1
2022-08-01,29.82,0.81,0.09,2.95,474200,52.0,89.1,136.3
2022-08-02,45.74,1.25,0.11,14.85,474400,52.0,86.4,132.1
2022-08-03,46.08,1.47,0.09,13.78,474400,52.0,85.9,131.3
2022-08-04,41.84,1.09,0.07,1.61,474500,52.0,86.4,132.2
2022-08-05,37.61,1.1,0.07,0.4,475000,52.0,88.0,134.6
2022-08-08,34.96,0.85,0.02,0.31,475300,52.8,89.1,136.3
2022-08-09,34.84,0.85,0.02,0.47,475400,52.8,89.5,136.9
2022-08-10,35.14,0.69,0.04,1.63,475600,52.8,89.5,136.9
2022-08-11,30.44,0.65,0.02,0.11,475800,52.8,90.5,138.5
2022-08-12,30.51,0.65,0.0,0.24,476000,52.8,89.7,137.3
2022-08-15,30.69,0.65,0.02,0.24,476100,60.8,90.4,138.3
2022-08-16,29.44,0.56,0.02,0.22,476300,60.8,90.9,139.1
2022-08-17,28.68,0.42,0.02,0.36,476500,60.8,91.0,139.2
2022-08-18,31.25,0.45,0.0,0.91,477100,60.8,91.3,139.6
2022-08-19,33.71,0.65,0.02,1.72,477400,60.8,89.8,137.4
2022-08-22,31.88,0.71,0.0,0.63,477500,63.2,90.5,138.4
2022-08-23,32.12,0.69,0.0,2.12,477600,63.2,90.7,138.7
2022-08-24,43.85,1.12,0.02,7.04,477600,63.2,87.4,133.7
2022-08-25,46.3,1.54,0.02,5.23,477900,63.2,87.1,133.2
2022-08-26,48.05,2.08,0.02,5.9,478100,63.2,86.6,132.5
2022-08-29,44.69,1.67,0.04,4.36,478300,59.2,87.2,133.3
2022-08-30,45.17,2.05,0.04,3.42,478300,59.2,86.6,132.5
2022-08-31,57.25,4.56,0.11,10.77,478800,59.2,83.8,128.2
2022-09-01,58.72,5.5,0.09,12.08,478800,59.2,83.4,127.5
2022-09-02,53.52,3.87,0.05,3.33,479100,59.2,84.1,128.7
2022-09-05,51.4,4.02,0.04,5.2,479200,54.4,84.3,128.9
2022-09-06,47.2,2.61,0.02,1.45,479200,54.4,85.9,131.4
2022-09-07,46.48,1.88,0.04,2.5,479200,54.4,86.4,132.2
2022-09-08,49.86,2.59,0.05,6.32,479500,54.4,85.6,131.0
2022-09-09,49.92,2.82,0.02,2.82,480000,54.4,85.8,131.3
2022-09-13,49.7,2.77,0.02,2.06,480200,54.4,85.7,131.1
2022-09-14,53.65,3.15,0.02,6.45,480300,54.4,84.8,129.7
2022-09-15,61.25,6.46,0.09,19.83,480400,54.4,82.2,125.7
2022-09-16,69.04,6.39,0.05,32.25,480400,54.4,80.5,123.1
2022-09-19,71.37,6.81,0.05,34.53,480900,40.8,79.4,121.5
2022-09-20,69.11,4.06,0.02,5.36,481000,40.8,80.5,123.1
2022-09-21,68.21,2.21,0.04,5.25,481400,40.8,80.4,123.1
2022-09-22,69.04,1.76,0.04,11.17,481500,40.8,80.5,123.2
2022-09-23,71.88,2.48,0.05,29.6,481600,40.8,79.0,120.8
2022-09-26,75.0,2.75,0.09,42.82,482000,34.0,78.0,119.3
2022-09-27,71.95,1.61,0.07,1.32,482200,34.0,79.6,121.7
2022-09-28,75.12,2.43,0.13,28.99,482400,34.0,77.1,117.9
2022-09-29,75.68,2.92,0.11,31.16,482700,34.0,77.3,118.3
2022-09-30,77.26,4.27,0.16,37.12,483000,34.0,76.0,116.3
2022-10-10,78.24,6.64,0.2,48.07,483100,28.0,74.3,113.6
2022-10-11,77.86,6.28,0.18,18.32,483300,28.0,74.7,114.3
2022-10-12,75.61,3.62,0.14,1.27,483500,28.0,76.9,117.6
2022-10-13,74.25,3.2,0.14,2.01,483700,28.0,77.6,118.7
2022-10-14,69.74,1.9,0.13,0.14,483700,28.0,79.5,121.6
2022-10-17,66.5,1.61,0.09,0.38,483700,47.2,80.3,122.9
2022-10-18,64.77,1.43,0.11,0.6,483900,47.2,80.8,123.6
2022-10-19,66.47,1.38,0.13,1.77,484300,47.2,80.2,122.7
2022-10-20,66.94,1.2,0.05,3.15,484300,47.2,79.8,122.1
2022-10-21,66.18,1.34,0.05,4.25,484300,47.2,79.8,122.1
2022-10-24,69.24,1.68,0.07,10.25,484300,42.4,79.2,121.1
2022-10-25,69.87,1.68,0.09,9.7,484600,42.4,78.9,120.7
2022-10-26,64.35,1.36,0.05,2.84,485000,42.4,80.6,123.3
2022-10-27,63.19,1.5,0.11,3.97,485000,42.4,80.2,122.7
2022-10-28,70.6,2.34,0.13,21.49,485100,42.4,77.5,118.5
2022-10-31,66.83,2.39,0.14,12.78,485400,32.0,78.1,119.5
2022-11-01,61.36,1.48,0.09,0.69,485700,32.0,79.9,122.3
2022-11-02,57.41,1.0,0.04,0.36,485700,32.0,81.0,123.9
2022-11-03,55.97,0.87,0.05,0.81,485700,32.0,81.5,124.7
2022-11-04,50.84,0.54,0.02,0.05,485700,32.0,83.3,127.4
2022-11-07,47.18,0.51,0.02,0.11,485900,48.4,83.3,127.5
2022-11-08,47.4,0.42,0.0,0.13,486000,48.4,83.1,127.1
2022-11-09,47.02,0.47,0.0,0.22,486200,48.4,82.9,126.8
2022-11-10,48.71,0.47,0.0,0.43,486300,48.4,82.0,125.4
2022-11-11,44.65,0.42,0.0,0.29,486400,48.4,82.5,126.1
2022-11-14,44.89,0.47,0.0,0.63,486500,46.8,81.9,125.3
2022-11-15,34.94,0.31,0.0,0.05,486500,46.8,83.8,128.2
2022-11-16,33.75,0.27,0.0,0.33,486900,46.8,83.2,127.3
2022-11-17,31.32,0.22,0.0,0.51,486900,46.8,83.3,127.5
2022-11-18,35.18,0.27,0.0,0.72,487200,46.8,82.7,126.4
2022-11-21,35.0,0.27,0.0,0.36,487300,53.2,83.0,127.0
2022-11-22,38.1,0.36,0.04,1.01,487500,53.2,81.7,125.0
2022-11-23,41.26,0.51,0.02,0.85,487500,53.2,81.5,124.7
2022-11-24,38.53,0.38,0.05,0.4,487500,53.2,81.8,125.1
2022-11-25,41.44,0.47,0.05,1.67,487600,53.2,80.8,123.7
2022-11-28,44.43,0.53,0.05,2.12,487600,43.6,80.6,123.3
2022-11-29,33.51,0.58,0.05,0.89,487600,43.6,81.9,125.2
2022-11-30,33.73,0.49,0.05,0.69,487800,43.6,81.8,125.1
2022-12-01,29.75,0.4,0.05,0.16,487900,43.6,82.7,126.4
2022-12-02,26.89,0.43,0.05,0.31,488000,43.6,82.9,126.8
2022-12-05,23.28,0.51,0.05,0.63,488100,54.4,83.3,127.5
2022-12-06,24.77,0.67,0.05,0.43,488100,54.4,83.2,127.3
2022-12-07,25.2,0.56,0.04,0.56,488100,54.4,83.2,127.3
2022-12-08,27.18,0.58,0.04,1.1,488400,54.4,82.7,126.5
2022-12-09,28.5,0.56,0.04,1.14,488600,54.4,82.9,126.8
2022-12-12,31.32,0.51,0.04,1.09,488800,53.6,82.9,126.4
2022-12-13,33.39,0.6,0.05,2.28,488800,53.6,82.2,125.2
2022-12-14,34.84,0.69,0.05,2.26,488800,53.6,82.0,124.7
2022-12-15,32.36,0.53,0.05,0.71,489000,53.6,82.4,125.3
2022-12-16,39.51,0.74,0.05,3.91,489200,53.6,81.4,123.8
2022-12-19,52.58,0.81,0.05,6.95,489200,40.8,79.8,121.3
2022-12-20,54.9,0.83,0.04,3.35,489200,40.8,79.2,120.4
2022-12-21,57.74,1.18,0.02,8.55,489300,40.8,78.5,119.4
2022-12-22,62.38,1.48,0.04,14.74,489400,40.8,77.2,117.5
2022-12-23,64.26,1.76,0.04,12.28,489600,40.8,76.9,117.0
2022-12-26,60.96,1.39,0.09,0.89,489800,38.4,78.3,119.2
2022-12-27,58.97,1.67,0.09,0.83,490000,38.4,79.0,120.1
2022-12-28,62.72,1.97,0.11,5.18,490300,38.4,78.3,119.0
2022-12-29,64.71,1.85,0.13,7.97,490300,38.4,78.2,118.9
2022-12-30,62.85,2.03,0.11,3.17,490600,38.4,78.4,119.3
2023-01-03,55.5,1.1,0.11,0.22,490600,38.4,80.2,122.0
2023-01-04,52.31,1.21,0.11,0.92,490600,38.4,80.2,121.9
2023-01-05,50.5,1.03,0.13,0.34,490600,38.4,81.0,123.1
2023-01-06,51.48,1.1,0.16,0.42,490700,38.4,81.1,123.4
2023-01-09,49.07,1.05,0.14,0.45,490700,48.0,81.6,124.1
2023-01-10,50.53,1.03,0.16,0.81,490700,48.0,81.6,124.2
2023-01-11,55.19,0.76,0.13,1.86,490700,48.0,81.0,123.2
2023-01-12,55.28,0.96,0.14,1.86,490700,48.0,81.3,123.2
2023-01-13,53.52,0.92,0.14,1.14,490700,48.0,83.1,123.8
2023-01-16,47.4,0.6,0.11,0.53,490700,50.8,84.0,125.2
2023-01-17,48.05,0.63,0.11,1.01,490700,50.8,84.5,125.3
2023-01-18,44.4,0.63,0.09,0.53,490800,50.8,84.7,125.6
2023-01-19,39.91,0.69,0.07,0.65,491000,50.8,85.5,126.8
2023-01-20,33.28,0.53,0.07,0.31,491000,50.8,86.3,127.9
2023-01-30,23.27,0.42,0.05,0.25,491100,58.0,86.9,128.9
2023-01-31,22.54,0.42,0.05,0.47,491200,58.0,87.2,129.2
2023-02-01,15.5,0.36,0.04,0.22,491300,58.0,88.6,131.3
2023-02-02,14.76,0.38,0.04,0.29,491300,58.0,89.4,131.6
2023-02-03,16.71,0.4,0.04,0.34,491300,58.0,90.3,131.5
2023-02-06,19.01,0.43,0.05,0.45,491300,68.8,92.0,130.9
2023-02-07,16.6,0.36,0.05,0.45,491300,68.8,92.9,131.5
2023-02-08,19.01,0.33,0.07,0.45,491500,68.8,92.3,130.6
2023-02-09,15.34,0.34,0.07,0.29,491700,68.8,93.9,132.9
2023-02-10,15.19,0.33,0.09,0.34,491800,68.8,93.6,132.4
2023-02-13,12.58,0.27,0.09,0.2,491800,72.8,94.7,133.9
2023-02-14,12.53,0.25,0.07,0.36,491900,72.8,94.8,134.1
2023-02-15,13.91,0.18,0.05,0.42,491800,72.8,94.8,134.1
2023-02-16,22.89,0.18,0.05,1.0,492100,72.8,93.0,131.5
2023-02-17,24.57,0.25,0.05,1.27,492200,72.8,92.2,130.4
2023-02-20,19.59,0.2,0.05,1.1,492300,70.8,93.4,132.1
2023-02-21,17.76,0.22,0.05,0.54,492400,70.8,93.8,132.7
2023-02-22,17.87,0.24,0.04,0.58,492500,70.8,93.9,132.9
2023-02-23,18.94,0.18,0.07,0.51,492500,70.8,93.5,132.3
2023-02-24,21.37,0.24,0.09,0.83,492500,70.8,93.2,131.9
2023-02-27,26.49,0.25,0.09,1.9,492600,70.4,92.5,130.9
2023-02-28,21.55,0.2,0.05,0.49,492600,70.4,93.4,132.1
2023-03-01,18.9,0.14,0.04,0.6,492800,70.4,94.0,133.0
2023-03-02,21.62,0.16,0.04,1.67,492800,70.4,93.6,132.4
2023-03-03,21.2,0.2,0.04,1.16,493000,70.4,93.5,132.3
2023-03-06,20.62,0.13,0.04,1.01,493100,72.8,94.2,132.9
2023-03-07,31.98,0.29,0.02,3.55,493200,72.8,92.3,130.2
2023-03-08,28.73,0.16,0.02,1.77,493300,72.8,92.8,130.9
2023-03-09,28.77,0.09,0.02,2.43,493500,72.8,92.8,130.9
2023-03-10,36.36,0.24,0.02,5.79,493600,72.8,91.7,129.1
2023-03-13,38.11,0.22,0.02,5.31,493800,69.6,92.9,129.7
2023-03-14,46.06,0.42,0.04,8.62,493800,69.6,92.1,128.5
2023-03-15,39.49,0.29,0.04,2.61,493900,69.6,92.5,129.2
2023-03-16,48.61,0.33,0.04,9.54,494000,69.6,91.0,127.0
2023-03-17,45.99,0.42,0.04,6.3,494000,69.6,91.6,127.9
2023-03-20,47.75,0.53,0.02,8.46,494200,63.6,91.4,127.6
2023-03-21,41.1,0.4,0.02,0.8,494400,63.6,92.6,129.3
2023-03-22,38.91,0.51,0.02,1.12,494400,63.6,93.0,129.9
2023-03-23,40.0,0.51,0.04,2.93,494400,63.6,93.4,130.4
2023-03-24,41.01,0.47,0.05,3.4,494400,63.6,93.4,130.4
2023-03-27,42.51,0.45,0.05,5.18,494300,72.0,93.7,130.8
2023-03-28,45.79,0.6,0.05,7.46,494400,72.0,92.8,129.6
2023-03-29,49.12,0.56,0.07,10.54,494700,72.0,92.6,129.2
2023-03-30,50.86,0.67,0.05,8.87,494700,72.0,92.6,129.3
2023-03-31,49.01,0.62,0.07,2.61,494800,72.0,93.5,130.6
2023-04-03,46.55,0.6,0.09,2.68,494800,72.8,94.7,132.2
2023-04-04,50.7,0.67,0.11,11.17,495200,72.8,94.6,132.0
2023-04-06,51.89,0.72,0.13,11.14,495200,72.8,95.0,132.6
2023-04-07,48.76,0.69,0.14,2.55,495300,72.8,95.8,133.7
2023-04-10,52.51,0.78,0.18,11.46,496300,68.4,94.8,132.3
2023-04-11,52.62,0.78,0.16,9.83,496300,68.4,95.0,132.6
2023-04-12,50.95,0.71,0.16,6.66,496300,68.4,95.5,133.3
2023-04-13,52.24,0.69,0.16,9.67,496300,68.4,94.8,132.3
2023-04-14,51.78,0.71,0.14,5.16,496300,68.4,95.5,133.3
2023-04-17,50.77,0.71,0.14,3.87,496500,69.6,95.4,133.2
2023-04-18,53.78,0.78,0.16,8.67,496800,69.6,95.2,132.9
2023-04-19,55.69,0.81,0.18,15.44,496900,69.6,94.8,132.3
2023-04-20,57.65,0.92,0.16,25.2,497000,69.6,94.7,132.2
