date,top10,top10_pctile_3y,top10_pctile_10y
20100908,0.419664,0.18107,0.151844
20100909,0.404902,0.123457,0.101879
20100910,0.412324,0.14952,0.12491
20100913,0.393441,0.082305,0.063492
20100914,0.388922,0.068587,0.050469
20100915,0.39257,0.080933,0.06196
20100916,0.396368,0.096022,0.072714
20100917,0.425559,0.22085,0.179856
20100920,0.421784,0.203018,0.165349
20100921,0.427157,0.224966,0.186063
20100927,0.429651,0.237311,0.202441
20100928,0.480795,0.507545,0.488522
20100929,0.463541,0.400549,0.379211
20100930,0.488238,0.541838,0.528653
20101008,0.488747,0.544582,0.530422
20101011,0.491632,0.556927,0.549356
20101012,0.492558,0.562414,0.553252
20101013,0.491511,0.555556,0.547143
20101014,0.515711,0.696845,0.684511
20101015,0.551581,0.832647,0.833096
20101018,0.539692,0.791495,0.788311
20101019,0.486649,0.534979,0.519231
20101020,0.528438,0.75583,0.747331
20101021,0.511225,0.673525,0.657183
20101022,0.493064,0.569273,0.554371
20101025,0.475538,0.473251,0.445312
20101026,0.474399,0.465021,0.437899
20101027,0.453156,0.331962,0.321277
20101028,0.460959,0.384088,0.360737
20101029,0.454082,0.340192,0.325071
20101101,0.435751,0.260631,0.227176
20101102,0.466268,0.422497,0.394625
20101103,0.468387,0.437586,0.40636
20101104,0.471789,0.459534,0.427966
20101105,0.45002,0.320988,0.297812
20101108,0.386719,0.061728,0.041608
20101109,0.394721,0.090535,0.068358
20101110,0.420248,0.196159,0.156338
20101111,0.442751,0.296296,0.263899
20101112,0.439999,0.282579,0.251758
20101115,0.461619,0.404664,0.370344
20101116,0.432249,0.252401,0.214185
20101117,0.451162,0.334705,0.305965
20101118,0.477083,0.507545,0.460028
20101119,0.453806,0.348422,0.325858
20101122,0.417964,0.186557,0.146359
20101123,0.432766,0.257888,0.217635
20101124,0.434411,0.264746,0.224476
20101125,0.416729,0.176955,0.139064
20101126,0.429072,0.241427,0.196927
20101129,0.416721,0.176955,0.13887
20101130,0.424687,0.229081,0.177127
20101201,0.443523,0.311385,0.273868
20101202,0.447733,0.33059,0.291783
20101203,0.431308,0.256516,0.210856
20101206,0.462784,0.432099,0.383171
20101207,0.489724,0.596708,0.548297
20101208,0.487295,0.584362,0.531944
20101209,0.475235,0.51166,0.453158
20101210,0.499354,0.650206,0.598474
20101213,0.480779,0.552812,0.494802
20101214,0.456013,0.377229,0.338643
20101215,0.446762,0.329218,0.286505
20101216,0.433177,0.26749,0.219917
20101217,0.429767,0.249657,0.201106
20101220,0.433266,0.270233,0.222376
20101221,0.477487,0.533608,0.467909
20101222,0.457141,0.39369,0.348966
20101223,0.453661,0.366255,0.329428
20101224,0.443406,0.316872,0.273416
20101227,0.490063,0.613169,0.554714
20101228,0.466599,0.465021,0.405089
20101229,0.495192,0.635117,0.575945
20101230,0.498654,0.658436,0.599588
20101231,0.520396,0.762689,0.717914
20110104,0.525319,0.781893,0.738683
20110105,0.513033,0.727023,0.674435
20110106,0.4859,0.581619,0.524658
20110107,0.524548,0.77915,0.737166
20110110,0.483966,0.569273,0.512996
20110111,0.490316,0.607682,0.555024
20110112,0.503557,0.679012,0.625
20110113,0.508284,0.711934,0.657338
20110114,0.488673,0.592593,0.537517
20110117,0.492839,0.615912,0.565099
20110118,0.505423,0.698217,0.644414
20110119,0.519535,0.75583,0.714772
20110120,0.516108,0.740741,0.696599
20110121,0.551331,0.868313,0.839565
20110124,0.538771,0.832647,0.796196
20110125,0.513274,0.720165,0.674813
20110126,0.529632,0.799726,0.761872
20110127,0.575685,0.91358,0.912542
20110128,0.556058,0.876543,0.857724
20110131,0.555967,0.875171,0.856466
20110201,0.560272,0.886145,0.874831
20110209,0.558097,0.879287,0.864097
20110210,0.508585,0.706447,0.655405
20110211,0.498571,0.639232,0.591492
20110214,0.531607,0.806584,0.765182
20110215,0.52329,0.762689,0.726231
20110216,0.507979,0.699588,0.65027
20110217,0.486294,0.570645,0.520539
20110218,0.475466,0.510288,0.448183
20110221,0.453894,0.37037,0.324143
20110222,0.477259,0.522634,0.458333
20110223,0.476516,0.518519,0.453324
20110224,0.456896,0.39369,0.34094
20110225,0.45439,0.378601,0.327968
20110228,0.466649,0.459534,0.397453
20110301,0.456937,0.395062,0.342264
20110302,0.476006,0.518519,0.453815
20110303,0.4897,0.591221,0.545151
20110304,0.492274,0.603567,0.558824
20110307,0.503812,0.673525,0.625919
20110308,0.480245,0.540466,0.484646
20110309,0.465955,0.454047,0.391594
20110310,0.467133,0.465021,0.401333
20110311,0.439263,0.296296,0.241173
20110314,0.424183,0.224966,0.165779
20110315,0.446647,0.336077,0.278776
20110316,0.473426,0.500686,0.436835
20110317,0.464988,0.454047,0.386047
20110318,0.473173,0.500686,0.436255
20110321,0.44868,0.347051,0.288653
20110322,0.466643,0.465021,0.397878
20110323,0.480381,0.556927,0.489728
20110324,0.453487,0.368999,0.319205
20110325,0.477745,0.54321,0.469226
20110328,0.464436,0.451303,0.382275
20110329,0.465702,0.462277,0.389954
20110330,0.474057,0.515775,0.441876
20110331,0.485877,0.589849,0.523432
20110401,0.524204,0.788752,0.738786
20110406,0.56238,0.902606,0.8853
20110407,0.515566,0.750343,0.693676
20110408,0.497601,0.657064,0.591178
20110411,0.520543,0.776406,0.721711
20110412,0.506727,0.720165,0.651545
20110413,0.490157,0.618656,0.551905
20110414,0.478057,0.548697,0.469468
20110415,0.475505,0.529492,0.450131
20110418,0.459479,0.421125,0.351475
20110419,0.452727,0.366255,0.311271
20110420,0.461381,0.437586,0.364113
20110421,0.462298,0.445816,0.370419
20110422,0.448314,0.345679,0.283192
20110425,0.457507,0.410151,0.34183
20110426,0.455739,0.389575,0.328543
20110427,0.468785,0.495199,0.413185
20110428,0.469232,0.497942,0.415525
20110429,0.512892,0.753086,0.67601
20110503,0.513814,0.761317,0.683388
20110504,0.518635,0.784636,0.712891
20110505,0.510249,0.750343,0.668835
20110506,0.511826,0.753086,0.671001
20110509,0.492453,0.646091,0.564003
20110510,0.504457,0.721536,0.635714
20110511,0.483085,0.591221,0.506165
20110512,0.470489,0.504801,0.422827
20110513,0.472505,0.514403,0.431627
20110516,0.465503,0.467764,0.385363
20110517,0.478668,0.565158,0.475728
20110518,0.479254,0.573388,0.482536
20110519,0.476341,0.550069,0.457014
20110520,0.4936,0.659808,0.572351
20110523,0.468232,0.486968,0.404132
20110524,0.493551,0.66118,0.572258
20110525,0.527522,0.834019,0.758221
20110526,0.525634,0.82716,0.75
20110527,0.495414,0.672154,0.580167
20110530,0.492445,0.651578,0.563707
20110531,0.523131,0.813443,0.734405
20110601,0.517023,0.790123,0.709512
20110602,0.531881,0.858711,0.775851
20110603,0.50863,0.751715,0.662388
20110607,0.535398,0.868313,0.789609
20110608,0.525257,0.829904,0.746154
20110609,0.532962,0.864198,0.78091
20110610,0.52541,0.832647,0.747119
20110613,0.561059,0.917695,0.884197
20110614,0.538583,0.8738,0.80179
20110615,0.551188,0.894376,0.842173
20110616,0.507105,0.742112,0.650064
20110617,0.564332,0.923182,0.893427
20110620,0.52406,0.825789,0.73852
20110621,0.551814,0.901235,0.845762
20110622,0.541269,0.88203,0.80828
20110623,0.501125,0.707819,0.60853
20110624,0.515671,0.784636,0.692748
20110627,0.484644,0.604938,0.509218
20110628,0.525219,0.835391,0.742694
20110629,0.496629,0.679012,0.580317
20110630,0.508075,0.750343,0.652919
20110701,0.482991,0.59808,0.498415
20110704,0.484905,0.610425,0.510773
20110705,0.472554,0.518519,0.423686
20110706,0.480593,0.589849,0.485443
20110707,0.453938,0.378601,0.30993
20110708,0.468398,0.492455,0.399494
20110711,0.448814,0.349794,0.27669
20110712,0.452337,0.366255,0.29798
20110713,0.44909,0.353909,0.278864
20110714,0.443998,0.323731,0.254729
20110715,0.434955,0.282579,0.21109
20110718,0.421017,0.205761,0.144207
20110719,0.443517,0.322359,0.252989
20110720,0.435813,0.286694,0.214465
20110721,0.445925,0.340192,0.263985
20110722,0.437123,0.292181,0.219849
20110725,0.438056,0.297668,0.224105
20110726,0.472867,0.537723,0.429737
20110727,0.458847,0.437586,0.34232
20110728,0.478573,0.587106,0.468672
20110729,0.461484,0.458162,0.359424
20110801,0.451545,0.377229,0.295995
20110802,0.43827,0.29904,0.224515
20110803,0.449677,0.37037,0.28625
20110804,0.441237,0.319616,0.242349
20110805,0.453628,0.39369,0.312734
20110808,0.45073,0.377229,0.290705
20110809,0.478804,0.602195,0.476933
20110810,0.473017,0.550069,0.434268
20110811,0.463244,0.478738,0.371108
20110812,0.430699,0.256516,0.186683
20110815,0.437132,0.294925,0.218905
20110816,0.447262,0.356653,0.272219
20110817,0.436067,0.290809,0.213665
20110818,0.454546,0.41701,0.322781
20110819,0.470826,0.545953,0.425558
20110822,0.45913,0.454047,0.346559
20110823,0.435971,0.289438,0.212515
20110824,0.417949,0.1893,0.13065
20110825,0.466441,0.515775,0.394802
20110826,0.438431,0.308642,0.227582
20110829,0.445547,0.351166,0.263906
20110830,0.434865,0.286694,0.208771
20110831,0.446301,0.359396,0.269136
20110901,0.44461,0.349794,0.261567
20110902,0.442364,0.333333,0.248459
20110905,0.45877,0.462277,0.347505
20110906,0.489875,0.70096,0.557266
20110907,0.478694,0.625514,0.481231
20110908,0.479692,0.639232,0.493235
20110909,0.494311,0.73251,0.580209
20110913,0.489982,0.705075,0.558354
20110914,0.488495,0.69273,0.543278
20110915,0.480927,0.655693,0.50184
20110916,0.497905,0.757202,0.603311
20110919,0.47782,0.620027,0.471814
20110920,0.508007,0.814815,0.664421
20110921,0.488296,0.695473,0.542228
20110922,0.492948,0.73251,0.574312
20110923,0.512923,0.838134,0.685208
20110926,0.531073,0.909465,0.778864
20110927,0.517003,0.858711,0.714896
20110928,0.503424,0.790123,0.630872
20110929,0.46989,0.555556,0.417683
20110930,0.506348,0.814815,0.657526
20111010,0.535159,0.923182,0.795371
20111011,0.553339,0.953361,0.854534
20111012,0.531361,0.917695,0.779197
20111013,0.48471,0.674897,0.519149
20111014,0.49303,0.736626,0.572296
20111017,0.502383,0.790123,0.624165
20111018,0.5162,0.866941,0.708131
20111019,0.524344,0.897119,0.749545
20111020,0.493629,0.743484,0.575758
20111021,0.507164,0.824417,0.658389
20111024,0.518365,0.875171,0.719128
20111025,0.499826,0.77915,0.609195
20111026,0.493093,0.739369,0.570738
20111027,0.465128,0.517147,0.38006
20111028,0.482272,0.665295,0.503019
20111031,0.459928,0.475995,0.349427
20111101,0.45722,0.44856,0.332931
20111102,0.443516,0.340192,0.250151
20111103,0.428999,0.248285,0.172289
20111104,0.43321,0.277092,0.195665
20111107,0.429454,0.252401,0.175692
20111108,0.437525,0.30727,0.21828
20111109,0.445552,0.363512,0.262019
20111110,0.433448,0.282579,0.199399
20111111,0.444924,0.360768,0.259304
20111114,0.404235,0.130316,0.086983
20111115,0.407123,0.148148,0.096523
20111116,0.421167,0.211248,0.139605
20111117,0.422726,0.224966,0.148503
20111118,0.416988,0.183813,0.122681
20111121,0.439779,0.33059,0.23445
20111122,0.455418,0.44856,0.32636
20111123,0.455197,0.44856,0.326165
20111124,0.440611,0.341564,0.24
20111125,0.458123,0.485597,0.346062
20111128,0.451131,0.415638,0.296363
20111129,0.431555,0.274348,0.188915
20111130,0.415075,0.17284,0.115545
20111201,0.469721,0.584362,0.419048
20111202,0.453823,0.441701,0.318858
20111205,0.450942,0.418381,0.296076
20111206,0.467357,0.572016,0.407011
20111207,0.498655,0.806584,0.611639
20111208,0.479235,0.674897,0.488427
20111209,0.502162,0.82716,0.628707
20111212,0.489982,0.750343,0.560759
20111213,0.470129,0.595336,0.424763
20111214,0.480401,0.687243,0.497928
20111215,0.4757,0.639232,0.457396
20111216,0.499481,0.8107,0.615612
20111219,0.49575,0.788752,0.593381
20111220,0.48913,0.740741,0.551093
20111221,0.497993,0.798354,0.607438
20111222,0.466128,0.552812,0.3941
20111223,0.505588,0.851852,0.659198
20111226,0.506028,0.853224,0.662345
20111227,0.489543,0.740741,0.553592
20111228,0.483952,0.702332,0.517952
20111229,0.491534,0.757202,0.566471
20111230,0.486682,0.727023,0.535567
20120104,0.491239,0.757202,0.565805
20120105,0.497825,0.796982,0.605989
20120106,0.496398,0.792867,0.596831
20120109,0.51014,0.877915,0.684457
20120110,0.489857,0.744856,0.557444
20120111,0.477436,0.644719,0.464558
20120112,0.489705,0.742112,0.555035
20120113,0.48531,0.713306,0.524868
20120116,0.521968,0.925926,0.743275
20120117,0.528188,0.950617,0.777323
20120118,0.542808,0.975309,0.828855
20120119,0.554229,0.989026,0.864565
20120120,0.561448,0.995885,0.894399
20120130,0.535191,0.962963,0.801749
20120131,0.535102,0.960219,0.800699
20120201,0.518963,0.910837,0.729179
20120202,0.530164,0.947874,0.781723
20120203,0.467155,0.559671,0.397906
20120206,0.452191,0.421125,0.298256
20120207,0.471992,0.593964,0.428239
20120208,0.507075,0.854595,0.664925
20120209,0.464195,0.525377,0.375508
20120210,0.475899,0.626886,0.453016
20120213,0.437506,0.314129,0.215072
20120214,0.444108,0.36214,0.253187
20120215,0.436564,0.30727,0.209612
20120216,0.416642,0.18107,0.116898
20120217,0.441444,0.347051,0.238866
20120220,0.456436,0.462277,0.32948
20120221,0.441465,0.348422,0.239168
20120222,0.424777,0.24417,0.153002
20120223,0.430165,0.271605,0.179458
20120224,0.451236,0.419753,0.294118
20120227,0.44438,0.371742,0.256484
20120228,0.438517,0.33059,0.222926
20120229,0.463237,0.528121,0.373633
20120301,0.448571,0.403292,0.278481
20120302,0.44654,0.392318,0.268545
20120305,0.436438,0.311385,0.20977
20120306,0.451871,0.433471,0.302125
20120307,0.442545,0.359396,0.245121
20120308,0.447653,0.403292,0.275387
20120309,0.447484,0.40192,0.274083
20120312,0.446757,0.397805,0.270487
20120313,0.429043,0.260631,0.16953
20120314,0.427077,0.249657,0.158558
20120315,0.454406,0.470508,0.325515
20120316,0.457531,0.499314,0.344768
20120319,0.456,0.478738,0.332
20120320,0.45975,0.525377,0.359223
20120321,0.491178,0.762689,0.570205
20120322,0.484468,0.713306,0.523103
20120323,0.466198,0.567901,0.398518
20120326,0.483819,0.710562,0.520228
20120327,0.500369,0.823045,0.628702
20120328,0.452942,0.449931,0.313034
20120329,0.480429,0.691358,0.5
20120330,0.490152,0.761317,0.566799
20120405,0.51479,0.891632,0.711364
20120406,0.49148,0.765432,0.571834
20120409,0.482534,0.702332,0.511918
20120410,0.46869,0.589849,0.415201
20120411,0.469157,0.592593,0.417234
20120412,0.452705,0.447188,0.308782
20120413,0.458673,0.513032,0.348811
20120416,0.443151,0.363512,0.247878
20120417,0.44329,0.363512,0.248869
20120418,0.447174,0.40192,0.271905
20120419,0.468887,0.591221,0.418079
20120420,0.47986,0.684499,0.497459
20120423,0.4533,0.44856,0.314898
20120424,0.479633,0.680384,0.49577
20120425,0.468575,0.584362,0.416009
20120426,0.487315,0.733882,0.546479
20120427,0.49802,0.807956,0.617117
20120502,0.525663,0.938272,0.770962
20120503,0.520011,0.910837,0.741845
20120504,0.496351,0.792867,0.60371
20120507,0.497236,0.796982,0.610112
20120508,0.483799,0.698217,0.521056
20120509,0.492553,0.768176,0.581369
20120510,0.512464,0.875171,0.696579
20120511,0.505006,0.843621,0.663117
20120514,0.506356,0.85048,0.672829
20120515,0.499851,0.812071,0.62654
20120516,0.52564,0.9369,0.771125
20120517,0.520654,0.914952,0.746085
20120518,0.497251,0.790123,0.60872
20120521,0.53529,0.964335,0.810615
20120522,0.532423,0.954733,0.800112
20120523,0.542014,0.971193,0.832031
20120524,0.534811,0.956104,0.807027
20120525,0.517897,0.893004,0.730769
20120528,0.535106,0.957476,0.808357
20120529,0.534794,0.953361,0.805679
20120530,0.495392,0.772291,0.592654
20120531,0.484183,0.687243,0.519466
20120601,0.527591,0.934156,0.777098
20120604,0.509631,0.855967,0.685556
20120605,0.531206,0.94513,0.791782
20120606,0.537105,0.965706,0.813541
20120607,0.522295,0.90535,0.747643
20120608,0.541033,0.969822,0.828714
20120611,0.51156,0.854595,0.689197
20120612,0.507638,0.838134,0.672204
20120613,0.502682,0.809328,0.637521
20120614,0.487052,0.705075,0.535398
20120615,0.513103,0.865569,0.697623
20120618,0.471872,0.589849,0.429282
20120619,0.47462,0.610425,0.44561
20120620,0.463874,0.528121,0.374172
20120621,0.478772,0.647462,0.47711
20120625,0.499947,0.802469,0.623484
20120626,0.491616,0.747599,0.569146
20120627,0.490961,0.739369,0.564427
20120628,0.500511,0.805213,0.627958
20120629,0.503419,0.817558,0.641914
20120702,0.50856,0.853224,0.680594
20120703,0.484098,0.685871,0.514835
20120704,0.49086,0.737997,0.563427
20120705,0.486267,0.703704,0.530735
20120706,0.529008,0.938272,0.785518
20120709,0.525185,0.919067,0.764254
20120710,0.51576,0.88203,0.717808
20120711,0.541744,0.973937,0.834064
20120712,0.539566,0.96845,0.825944
20120713,0.527937,0.931413,0.780088
20120716,0.501603,0.802469,0.629306
20120717,0.552837,0.984911,0.86776
20120718,0.554222,0.986283,0.872201
20120719,0.499836,0.788752,0.617904
20120720,0.524851,0.910837,0.761593
20120723,0.529706,0.934156,0.78735
20120724,0.523337,0.899863,0.751499
20120725,0.501059,0.792867,0.625272
20120726,0.527162,0.921811,0.774088
20120727,0.538969,0.964335,0.825354
20120730,0.510583,0.844993,0.685699
20120731,0.525126,0.908093,0.761413
20120801,0.536078,0.958848,0.813145
20120802,0.533421,0.94513,0.801303
20120803,0.51408,0.857339,0.701574
20120806,0.491929,0.728395,0.563991
20120807,0.4853,0.670782,0.517073
20120808,0.516183,0.868313,0.716143
20120809,0.506722,0.817558,0.663779
20120810,0.503783,0.801097,0.640693
20120813,0.516748,0.869684,0.721471
20120814,0.512381,0.844993,0.688649
20120815,0.510127,0.834019,0.681794
20120816,0.522361,0.891632,0.74568
20120817,0.532677,0.943759,0.800324
20120820,0.514474,0.857339,0.704423
20120821,0.465098,0.51989,0.371968
20120822,0.479979,0.635117,0.480065
20120823,0.487684,0.685871,0.530964
20120824,0.476459,0.602195,0.447255
20120827,0.493189,0.739369,0.571813
20120828,0.50171,0.784636,0.624194
20120829,0.484955,0.665295,0.512628
20120830,0.487436,0.684499,0.529538
20120831,0.499359,0.772291,0.609769
20120903,0.508095,0.829904,0.671137
20120904,0.497812,0.761317,0.598928
20120905,0.498085,0.768176,0.602894
20120906,0.470741,0.561043,0.412426
20120907,0.458577,0.475995,0.331906
20120910,0.466575,0.532236,0.382022
20120911,0.460116,0.493827,0.342246
20120912,0.451833,0.411523,0.285409
20120913,0.439075,0.318244,0.212073
20120914,0.499398,0.77915,0.611853
20120917,0.488611,0.694102,0.534685
20120918,0.50155,0.792867,0.6256
20120919,0.516047,0.872428,0.717484
20120920,0.496453,0.754458,0.589771
20120921,0.527619,0.927298,0.77902
20120924,0.532745,0.946502,0.803087
20120925,0.535802,0.960219,0.816489
20120926,0.49384,0.742112,0.574163
20120927,0.544458,0.97668,0.845377
20120928,0.566696,0.998628,0.916091
20121008,0.54614,0.975309,0.850318
20121009,0.505314,0.805213,0.654111
20121010,0.476407,0.593964,0.443796
20121011,0.490611,0.706447,0.551669
20121012,0.497523,0.757202,0.595869
20121015,0.484673,0.655693,0.506088
20121016,0.505838,0.809328,0.658201
20121017,0.519359,0.880658,0.734532
20121018,0.481405,0.633745,0.487315
20121019,0.473202,0.569273,0.423138
20121022,0.483359,0.639232,0.49736
20121023,0.466865,0.526749,0.382586
20121024,0.468919,0.540466,0.396097
20121025,0.471716,0.554184,0.414338
20121026,0.461568,0.48834,0.347734
20121029,0.511737,0.840878,0.68773
20121030,0.527038,0.914952,0.773684
20121031,0.53353,0.943759,0.805892
20121101,0.501161,0.780521,0.623028
20121102,0.507298,0.814815,0.666316
20121105,0.495404,0.735254,0.580357
20121106,0.50483,0.79561,0.649869
20121107,0.524653,0.898491,0.761805
20121108,0.478909,0.602195,0.463555
20121109,0.498092,0.754458,0.601677
20121112,0.524704,0.898491,0.762703
20121113,0.499565,0.762689,0.609948
20121114,0.500293,0.768176,0.617478
20121115,0.500539,0.770919,0.619247
20121116,0.50557,0.796982,0.65656
20121119,0.549812,0.975309,0.861546
20121120,0.529067,0.923182,0.787467
20121121,0.508746,0.821674,0.677453
20121122,0.518608,0.868313,0.730308
20121123,0.54097,0.964335,0.834724
20121126,0.524202,0.887517,0.758207
20121127,0.458587,0.440329,0.324479
20121128,0.507408,0.803841,0.66632
20121129,0.549433,0.973937,0.860562
20121130,0.551702,0.979424,0.870515
20121203,0.581775,1.0,0.943347
20121204,0.538917,0.954733,0.828571
20121205,0.557418,0.987654,0.889927
20121206,0.561369,0.99177,0.904515
20121207,0.548526,0.967078,0.856846
20121210,0.510371,0.813443,0.681182
20121211,0.503868,0.768176,0.637306
20121212,0.519407,0.860082,0.732263
20121213,0.513505,0.829904,0.693582
20121214,0.523503,0.875171,0.751164
20121217,0.526003,0.898491,0.769907
20121218,0.54028,0.954733,0.832041
20121219,0.545001,0.964335,0.847107
20121220,0.524843,0.880658,0.759422
20121221,0.503377,0.750343,0.626935
20121224,0.500827,0.736626,0.612171
20121225,0.479747,0.565158,0.465464
20121226,0.441505,0.283951,0.217414
20121227,0.451168,0.351166,0.270855
20121228,0.47317,0.514403,0.415337
20121231,0.485813,0.609053,0.507202
20130104,0.519793,0.854595,0.73419
20130107,0.476972,0.537723,0.438849
20130108,0.441682,0.283951,0.218798
20130109,0.445103,0.308642,0.238193
20130110,0.453626,0.368999,0.290918
20130111,0.440201,0.27572,0.210769
20130114,0.454551,0.38546,0.300871
20130115,0.429947,0.207133,0.158811
20130116,0.443176,0.292181,0.227343
20130117,0.456226,0.396433,0.308086
20130118,0.456125,0.395062,0.307928
20130121,0.461115,0.434842,0.33998
20130122,0.488575,0.626886,0.525805
20130123,0.480149,0.566529,0.470889
20130124,0.508864,0.796982,0.675345
20130125,0.510349,0.802469,0.681633
20130128,0.538191,0.943759,0.823559
20130129,0.53188,0.917695,0.796636
20130130,0.513177,0.816187,0.692817
20130131,0.510886,0.801097,0.68279
20130201,0.554632,0.982167,0.880407
20130204,0.556413,0.984911,0.890132
20130205,0.553862,0.97668,0.876462
20130206,0.526716,0.888889,0.770833
20130207,0.563365,0.994513,0.910615
20130208,0.504734,0.744856,0.641117
20130218,0.471265,0.484225,0.404871
20130219,0.481691,0.562414,0.480223
20130220,0.464199,0.433471,0.355297
20130221,0.49007,0.628258,0.54002
20130222,0.489756,0.620027,0.53519
20130225,0.466796,0.451303,0.373988
20130226,0.48874,0.610425,0.524532
20130227,0.49032,0.632373,0.543478
20130228,0.507722,0.769547,0.663466
20130301,0.469115,0.463649,0.388384
20130304,0.49592,0.674897,0.575972
20130305,0.513096,0.806584,0.69223
20130306,0.466046,0.430727,0.364599
20130307,0.474835,0.493827,0.424395
20130308,0.479523,0.530864,0.462972
20130311,0.475267,0.493827,0.426485
20130312,0.461095,0.397805,0.334675
20130313,0.501796,0.725652,0.619215
20130314,0.51128,0.794239,0.684263
20130315,0.541599,0.951989,0.837688
20130318,0.539685,0.943759,0.830738
20130319,0.517782,0.829904,0.7249
20130320,0.540719,0.946502,0.83442
20130321,0.481658,0.54321,0.478937
20130322,0.477686,0.504801,0.443609
20130325,0.485612,0.570645,0.504509
20130326,0.496078,0.665295,0.576365
20130327,0.497134,0.670782,0.583584
20130328,0.527567,0.887517,0.777889
20130329,0.519784,0.838134,0.7355
20130401,0.498473,0.683128,0.594203
20130402,0.49656,0.663923,0.579421
20130403,0.49374,0.646091,0.562656
20130408,0.522351,0.847737,0.745509
20130409,0.519737,0.835391,0.735162
20130410,0.527994,0.891632,0.782652
20130411,0.515054,0.805213,0.706527
20130412,0.525361,0.872428,0.765438
20130415,0.521344,0.840878,0.741663
20130416,0.549834,0.964335,0.864179
20130417,0.546725,0.958848,0.854301
20130418,0.535945,0.927298,0.8166
20130419,0.522251,0.838134,0.743169
20130422,0.503899,0.716049,0.633069
20130423,0.509061,0.758573,0.670968
20130424,0.517994,0.814815,0.723214
20130425,0.504435,0.713306,0.636093
20130426,0.501105,0.688615,0.610505
20130502,0.53631,0.928669,0.817732
20130503,0.519849,0.82716,0.734158
20130506,0.489186,0.566529,0.522514
20130507,0.500362,0.677641,0.605341
20130508,0.489947,0.57476,0.531389
20130509,0.488016,0.550069,0.512846
20130510,0.455564,0.304527,0.293333
20130513,0.468945,0.404664,0.380553
20130514,0.479164,0.477366,0.451406
20130515,0.475161,0.438957,0.418146
20130516,0.468663,0.395062,0.377526
20130517,0.442375,0.201646,0.213793
20130520,0.439648,0.186557,0.199409
20130521,0.426848,0.122085,0.135827
20130522,0.42224,0.109739,0.122479
20130523,0.448892,0.248285,0.251229
20130524,0.437657,0.176955,0.189189
20130527,0.426259,0.123457,0.135069
20130528,0.446856,0.238683,0.241532
20130529,0.447258,0.240055,0.243867
20130530,0.432164,0.146776,0.163806
20130531,0.418672,0.096022,0.107843
20130603,0.428356,0.128944,0.143067
20130604,0.43072,0.142661,0.157199
20130605,0.460117,0.337449,0.32746
20130606,0.469826,0.407407,0.390411
20130607,0.476973,0.45679,0.436186
20130613,0.490651,0.587106,0.543011
20130614,0.497662,0.647462,0.588666
20130617,0.48625,0.533608,0.507812
20130618,0.495378,0.624143,0.569546
20130619,0.484344,0.514403,0.492195
20130620,0.488397,0.548697,0.519259
20130621,0.501926,0.694102,0.62037
20130624,0.510074,0.75583,0.679493
20130625,0.510496,0.762689,0.682084
20130626,0.514216,0.788752,0.70365
20130627,0.495502,0.622771,0.571498
20130628,0.529685,0.893004,0.793388
20130701,0.522086,0.834019,0.746842
20130702,0.506915,0.722908,0.658572
20130703,0.505814,0.713306,0.651942
20130704,0.484436,0.500686,0.490053
20130705,0.495671,0.617284,0.571775
20130708,0.483685,0.48834,0.484246
20130709,0.521132,0.829904,0.744186
20130710,0.509134,0.746228,0.674576
20130711,0.53227,0.903978,0.804453
20130712,0.515857,0.792867,0.713595
20130715,0.50208,0.679012,0.619923
20130716,0.46912,0.368999,0.381344
20130717,0.469641,0.371742,0.384541
20130718,0.477987,0.434842,0.440367
20130719,0.490793,0.563786,0.540541
20130722,0.497567,0.626886,0.585625
20130723,0.47171,0.378601,0.398264
20130724,0.481544,0.467764,0.472771
20130725,0.477691,0.426612,0.437861
20130726,0.475876,0.407407,0.423207
20130729,0.493848,0.59808,0.561598
20130730,0.499569,0.651578,0.602213
20130731,0.493505,0.588477,0.558173
20130801,0.461763,0.297668,0.332532
20130802,0.431999,0.104252,0.160903
20130805,0.41846,0.0631,0.104657
20130806,0.438468,0.137174,0.192418
20130807,0.436389,0.122085,0.180815
20130808,0.443999,0.171468,0.225312
20130809,0.446609,0.185185,0.237662
20130812,0.475009,0.392318,0.418103
20130813,0.45613,0.257888,0.298229
20130814,0.444944,0.17284,0.229187
20130815,0.445303,0.174211,0.231468
20130816,0.508247,0.73251,0.67065
20130819,0.502947,0.681756,0.628763
20130820,0.479989,0.445816,0.463228
20130821,0.460912,0.281207,0.326969
20130822,0.459072,0.271605,0.316317
20130823,0.465628,0.310014,0.355269
20130826,0.448569,0.1893,0.248808
20130827,0.444656,0.159122,0.227727
20130828,0.453209,0.219479,0.280952
20130829,0.449975,0.196159,0.257972
20130830,0.446943,0.175583,0.241199
20130902,0.494208,0.593964,0.566809
20130903,0.474733,0.384088,0.418251
20130904,0.480776,0.452675,0.471734
20130905,0.469888,0.351166,0.390313
20130906,0.487596,0.510288,0.517323
20130909,0.52829,0.884774,0.791746
20130910,0.517259,0.801097,0.728781
20130911,0.500343,0.652949,0.61327
20130912,0.540139,0.941015,0.840834
20130913,0.516989,0.79561,0.726799
20130916,0.533102,0.908093,0.811642
20130917,0.527321,0.871056,0.783822
20130918,0.528209,0.880658,0.791017
20130923,0.501754,0.662551,0.62051
20130924,0.52049,0.817558,0.745394
