轮次,因子,分类,公式,含义,IC,IC_IR,Top组年化,市场年化,超额年化,回撤,Sharpe,Calmar,判定
Round5-raw,ebit_ev,财报-估值,EBIT/(MC+TL),EBIT/简化企业价值,0.0187371036346787,0.1390336806378356,0.0555447084045022,0.0890678666865338,-0.0448993319217719,-0.4196837371859622,-0.3925266134158798,-0.1069837307083382,|IC|<0.02
Round5-lnmc,ebit_ev,财报-估值,EBIT/(MC+TL),EBIT/简化企业价值,0.0276391368790736,0.269490790893579,0.0845975800383251,0.0890678666865338,-0.0138526653603024,-0.231282605193923,-0.1277262024460373,-0.0598949728566377,超额为负
Round5-barra,ebit_ev,财报-估值,EBIT/(MC+TL),EBIT/简化企业价值,0.0243911523225587,0.3492236133751892,0.0944758441836757,0.0890678666865338,-0.0014179495617375,-0.1671729176555183,0.0106200314392891,-0.0084819334472551,超额为负
Round5-raw,roe_ttm,财报-盈利,NI/EQ,ROE(归母TTM),0.00674269215532,0.0499836219652293,0.0396814272362111,0.0881789074114798,-0.0540029983131786,-0.5296274982730926,-0.557700164588834,-0.1019641134368235,|IC|<0.02
Round5-lnmc,roe_ttm,财报-盈利,NI/EQ,ROE(归母TTM),0.0202013714421042,0.1830012079735616,0.1019519820547087,0.088132345022041,0.0125803294439983,-0.1628341254786038,0.2200888105720049,0.0772585562579225,Calmar=0.08<0.5
Round5-barra,roe_ttm,财报-盈利,NI/EQ,ROE(归母TTM),0.0086703022233351,0.0974907441363564,0.0635785382023534,0.0881789074114798,-0.0228171427386717,-0.2554937748239989,-0.3034644403036803,-0.0893060613879524,|IC|<0.02
Round5-raw,roe_waa,财报-盈利,return_on_equity_weighted_average,加权ROE(YTD累计),0.0091654456842411,0.0643711700445471,0.0409652923489127,0.0881966545496657,-0.0537473371344512,-0.5328899768598471,-0.5216357260651571,-0.1008601014625333,|IC|<0.02
Round5-lnmc,roe_waa,财报-盈利,return_on_equity_weighted_average,加权ROE(YTD累计),0.0268835239725588,0.2696820335140963,0.1172600215218546,0.0881500453236743,0.0228644691610382,-0.2036263652569554,0.3924163705368277,0.1122863885145012,Calmar=0.11<0.5
Round5-barra,roe_waa,财报-盈利,return_on_equity_weighted_average,加权ROE(YTD累计),0.0222433831842359,0.2935500232454782,0.1065598880393738,0.0881966545496657,0.0152034634176267,-0.2131893324135058,0.2948837474893166,0.0713143722788994,Calmar=0.07<0.5
Round5-raw,roa_ttm,财报-盈利,NPT/TA,ROA(TTM),0.0080356004837258,0.0658660767354132,0.0441940975199384,0.0881789074114798,-0.0488890066706276,-0.5177107291190306,-0.5156786273562123,-0.0944330567647696,|IC|<0.02
Round5-lnmc,roa_ttm,财报-盈利,NPT/TA,ROA(TTM),0.0163973912628164,0.1839096021703146,0.0709437355936202,0.088132345022041,-0.0197790339454007,-0.313715857118253,-0.3097906920423082,-0.0630476066051871,|IC|<0.02
Round5-barra,roa_ttm,财报-盈利,NPT/TA,ROA(TTM),0.0134249789929335,0.1953219139834014,0.0678600233433377,0.0881789074114798,-0.0206267085073083,-0.2597035623375653,-0.4138221135980882,-0.079424049179955,|IC|<0.02
Round5-raw,roic_ttm,财报-盈利,EBIT/(TA-CL),ROIC(EBIT/投入资本),0.0056213205984269,0.0441807487199441,0.0424357685160443,0.0891155541521175,-0.0525106568350635,-0.5137217216698201,-0.5583514820458702,-0.1022161505345363,|IC|<0.02
Round5-lnmc,roic_ttm,财报-盈利,EBIT/(TA-CL),ROIC(EBIT/投入资本),0.0167303578302186,0.1658376560793673,0.0848112083807288,0.0890678666865338,-0.0103596521658642,-0.3268690248789777,-0.1026043947424385,-0.0316935878818736,|IC|<0.02
Round5-barra,roic_ttm,财报-盈利,EBIT/(TA-CL),ROIC(EBIT/投入资本),0.011671328310194,0.1369978124033841,0.0626563277179428,0.0891155541521175,-0.0284307682611345,-0.3415233450008282,-0.4336322142527196,-0.0832469249241676,|IC|<0.02
Round5-raw,gross_margin_ttm,财报-盈利,GP/REV,毛利率TTM,0.0036623776121163,0.0409821129979049,0.0647819802964315,0.0896769230177074,-0.0281123293612347,-0.3657786937087074,-0.3414549179094941,-0.076856115035564,|IC|<0.02
Round5-lnmc,gross_margin_ttm,财报-盈利,GP/REV,毛利率TTM,0.007342407827791,0.0870813140026068,0.0676889818692132,0.0896293520997939,-0.024407934228851,-0.342566237421364,-0.3086670193853847,-0.0712502621758043,|IC|<0.02
Round5-barra,gross_margin_ttm,财报-盈利,GP/REV,毛利率TTM,0.0102356642307023,0.1828099739292111,0.0868997103501643,0.0896769230177074,-0.0059085778985875,-0.1921178540384339,-0.103413592879018,-0.0307549651132659,|IC|<0.02
Round5-raw,net_margin_ttm,财报-盈利,NPT/REV,净利率TTM,0.0075564662987631,0.0680627283605779,0.040858123460602,0.0887243611085237,-0.0538230288486935,-0.4462244227105795,-0.7366373622598102,-0.1206187427432743,|IC|<0.02
Round5-lnmc,net_margin_ttm,财报-盈利,NPT/REV,净利率TTM,0.0256652362406597,0.2281347935155004,0.1523130326373523,0.088677908050935,0.0575252379220299,-0.1119719784429208,0.9807503611122272,0.5137467312980822,通过
Round5-barra,net_margin_ttm,财报-盈利,NPT/REV,净利率TTM,0.0169278543187312,0.1676471173016287,0.0708830463340028,0.0887243611085237,-0.0181814712170845,-0.3642106983336958,-0.1605853716361851,-0.0499202008624865,|IC|<0.02
Round5-raw,op_margin_ttm,财报-盈利,operating_profitTTM/REV,营业利润率TTM,0.0074127914812832,0.0658728907680174,0.0408124376910354,0.0887243611085237,-0.0546126202205835,-0.4476413446027458,-0.710848355358441,-0.1220008403581418,|IC|<0.02
Round5-lnmc,op_margin_ttm,财报-盈利,operating_profitTTM/REV,营业利润率TTM,0.0256802617903363,0.2388616543361242,0.1436573386725739,0.088677908050935,0.0492616020047727,-0.0957551246462068,0.8791726335881802,0.5144539489325818,通过
Round5-barra,op_margin_ttm,财报-盈利,operating_profitTTM/REV,营业利润率TTM,0.0158025185962238,0.1583463450957424,0.0653280580827733,0.0887243611085237,-0.0228952441514164,-0.3705194574702652,-0.2138592309358922,-0.0617922856406368,|IC|<0.02
Round5-raw,cost_ratio_neg,财报-盈利,-operating_costTTM/REV,成本率(反向),0.0010480150079732,0.0119056230733786,0.0560743508158272,0.0896769230177074,-0.0349810230974978,-0.4192581335505024,-0.4153598398469013,-0.0834355264649484,|IC|<0.02
Round5-lnmc,cost_ratio_neg,财报-盈利,-operating_costTTM/REV,成本率(反向),0.0040286933279073,0.0465432916141655,0.0672821311062663,0.0896293520997939,-0.0235008442836534,-0.3637093382240415,-0.2774047757187798,-0.06461435496379,|IC|<0.02
Round5-barra,cost_ratio_neg,财报-盈利,-operating_costTTM/REV,成本率(反向),0.0079089236995842,0.1439320114713674,0.0816933123261542,0.0896769230177074,-0.0090079142040874,-0.2540461578106383,-0.1378654084033911,-0.0354577856312307,|IC|<0.02
Round5-raw,eps_ttm,财报-盈利,NI/SH,EPS(归母TTM/总股本),0.0091739429190527,0.0636258332911281,0.0518413687202392,0.0881789074114798,-0.0456442344316352,-0.5236755683861184,-0.4022460847811049,-0.0871612830293061,|IC|<0.02
Round5-lnmc,eps_ttm,财报-盈利,NI/SH,EPS(归母TTM/总股本),0.024448824066809,0.2780229762935792,0.0755027204220237,0.088132345022041,-0.0172722705263551,-0.361068405687713,-0.2207663949293466,-0.0478365602037578,超额为负
Round5-barra,eps_ttm,财报-盈利,NI/SH,EPS(归母TTM/总股本),0.021623163484231,0.3388987555367109,0.074306763236007,0.0881789074114798,-0.0177872084113427,-0.3106683518425935,-0.2764622393878739,-0.0572546521261199,超额为负
Round5-raw,gp_asset,财报-盈利,GP/TA,毛利率资产比(Novy-Marx),0.0074680021975595,0.0688555720041794,0.0689209856879995,0.0890970287418146,-0.0280755046519551,-0.4375063961524491,-0.2364130610109011,-0.0641716438864868,|IC|<0.02
Round5-lnmc,gp_asset,财报-盈利,GP/TA,毛利率资产比(Novy-Marx),0.0129423587345784,0.1325918241314607,0.0716561863283098,0.0890493360693223,-0.0240262393609387,-0.4000791872585439,-0.2209134469601371,-0.0600537096807592,|IC|<0.02
Round5-barra,gp_asset,财报-盈利,GP/TA,毛利率资产比(Novy-Marx),0.013152343019373,0.2122282262640427,0.0814131890770986,0.0890970287418146,-0.0124052048137568,-0.2746030389633728,-0.1684445356185701,-0.0451750456243547,|IC|<0.02
Round5-raw,rev_yoy,财报-成长,operating_revenue/lag4(operating_revenue)-1,营收同比(YTD),0.0061537440019997,0.0693564830954319,0.0876483194735249,0.0895062375019817,0.0011889151955428,-0.257893165771395,0.0516171764741358,0.0046101074140009,|IC|<0.02
Round5-lnmc,rev_yoy,财报-成长,operating_revenue/lag4(operating_revenue)-1,营收同比(YTD),0.0106606834855493,0.1042330075402954,0.1188396225562993,0.0894713035185774,0.0293334918965151,-0.2529337495896928,0.4684107997334241,0.1159730243358179,|IC|<0.02
Round5-barra,rev_yoy,财报-成长,operating_revenue/lag4(operating_revenue)-1,营收同比(YTD),0.0086348707846223,0.1097295925951964,0.1125371487680879,0.0895062375019817,0.023844455748101,-0.2233252026329992,0.4220380736782141,0.1067701068530349,|IC|<0.02
Round5-raw,np_yoy,财报-成长,net_profit_parent_company/lag4(..)-1,归母净利同比(YTD),0.0071238318338386,0.0880991370152813,0.0712709541746305,0.0895032928490509,-0.0136617749879568,-0.2028904384860024,-0.2533208932807879,-0.0673357260692173,|IC|<0.02
Round5-lnmc,np_yoy,财报-成长,net_profit_parent_company/lag4(..)-1,归母净利同比(YTD),0.014621446022437,0.2030584172059674,0.0829029009116657,0.0894683683902388,-0.0016144735401401,-0.1397850388729385,-0.013578364424567,-0.0115496876715656,|IC|<0.02
Round5-barra,np_yoy,财报-成长,net_profit_parent_company/lag4(..)-1,归母净利同比(YTD),0.011064409176625,0.1739148414173955,0.0933028308659729,0.0895032928490509,0.0072450330773354,-0.1158475340123109,0.1680653192861609,0.0625393810848452,|IC|<0.02
Round5-raw,npttm_yoy,财报-成长,NPT/lag4(NPT)-1,净利润TTM同比,0.0052975532421821,0.0729510885060688,0.0697134754391348,0.0880793590918589,-0.012750317862235,-0.2088162425977383,-0.2763220793990731,-0.0610599908494527,|IC|<0.02
Round5-lnmc,npttm_yoy,财报-成长,NPT/lag4(NPT)-1,净利润TTM同比,0.0116792738653693,0.1169697228102084,0.0836597697292313,0.0880328168058754,-0.0001164148395764,-0.130187152629557,0.0243721832358458,-0.0008942114273574,|IC|<0.02
Round5-barra,npttm_yoy,财报-成长,NPT/lag4(NPT)-1,净利润TTM同比,0.0100244140447536,0.1235953092987052,0.0966784464151977,0.0880793590918589,0.010502215439692,-0.1062585765424678,0.2012165793013719,0.0988364024949527,|IC|<0.02
Round5-raw,revttm_yoy,财报-成长,REV/lag4(REV)-1,营收TTM同比,0.0023054628383145,0.0266760550638593,0.0709705202546682,0.0880981517841084,-0.0132137029141436,-0.3039670625359089,-0.1784757367627851,-0.0434708379385108,|IC|<0.02
Round5-lnmc,revttm_yoy,财报-成长,REV/lag4(REV)-1,营收TTM同比,0.0046206535904391,0.0516538264139006,0.0732071543734447,0.0880516079794582,-0.0113254200252355,-0.2929302140095753,-0.1942557349788003,-0.0386625192062478,|IC|<0.02
Round5-barra,revttm_yoy,财报-成长,REV/lag4(REV)-1,营收TTM同比,0.0036604031466161,0.0595337967973671,0.0754192185410236,0.0880981517841084,-0.0087185652191121,-0.267957233016604,-0.1522200037311075,-0.0325371519960871,|IC|<0.02
Round5-raw,dednp_yoy,财报-成长,net_profit_deduct_../lag4(..)-1,扣非净利同比(YTD),0.0081182991256021,0.1131234079546291,0.0977036573219101,0.0895330476759976,0.0108778207539874,-0.1562098160255773,0.2502677010655311,0.0696359616236047,|IC|<0.02
Round5-lnmc,dednp_yoy,财报-成长,net_profit_deduct_../lag4(..)-1,扣非净利同比(YTD),0.0037204777322042,0.0384092047148255,0.092890899726042,0.0894981133755801,0.0042815573340171,-0.2151704188453512,0.1037198322090186,0.0198984477373463,|IC|<0.02
Round5-barra,dednp_yoy,财报-成长,net_profit_deduct_../lag4(..)-1,扣非净利同比(YTD),0.0051171412040419,0.0567199303899824,0.1145276669519341,0.0895330476759976,0.0233929794552765,-0.1465514084038122,0.3590562906028876,0.1596230272370961,|IC|<0.02
Round5-raw,eps_yoy,财报-成长,basic_earnings_per_share/lag4(..)-1,EPS同比(YTD),0.0081226170666221,0.1046497070190159,0.0721907706460331,0.0894391355710757,-0.0130041285539451,-0.2004512230710357,-0.2463155168621204,-0.0648742789129143,|IC|<0.02
Round5-lnmc,eps_yoy,财报-成长,basic_earnings_per_share/lag4(..)-1,EPS同比(YTD),0.0149933155916317,0.2210556520300484,0.0853620732389208,0.0894040438554071,0.0007288191269707,-0.1345874585770395,0.0388181878350176,0.0054152083312693,|IC|<0.02
Round5-barra,eps_yoy,财报-成长,basic_earnings_per_share/lag4(..)-1,EPS同比(YTD),0.0108802036053442,0.1820963648123659,0.0726705237190845,0.0894391355710757,-0.0118736503668577,-0.1675227946680875,-0.2277162995326139,-0.0708778192865213,|IC|<0.02
Round5-raw,cfottm_yoy,财报-成长,CFO/lag4(CFO)-1,经营现金流TTM同比,0.0058290860885891,0.1240845094057118,0.0771131810486491,0.0880793590918589,-0.0089718605560032,-0.1285583603248199,-0.3269099905119165,-0.0697882310674676,|IC|<0.02
Round5-lnmc,cfottm_yoy,财报-成长,CFO/lag4(CFO)-1,经营现金流TTM同比,0.0097517102232118,0.1210282595400938,0.0936433900572761,0.0880328168058754,0.0060577263383228,-0.1349451296726889,0.171078851748988,0.0448902924693606,|IC|<0.02
Round5-barra,cfottm_yoy,财报-成长,CFO/lag4(CFO)-1,经营现金流TTM同比,0.0060399464162709,0.0793357426283501,0.0929784189134417,0.0880793590918589,0.0044063200247848,-0.1896004206580958,0.0973192157508421,0.023240032957156,|IC|<0.02
Round5-raw,roe_chg,财报-成长,ROE-lag4(ROE),ROE同比变化,0.0056175953559942,0.0834269738096195,0.0628840442766123,0.0880793590918589,-0.0207106391675887,-0.2690647834860684,-0.4515236520970542,-0.0769726862774708,|IC|<0.02
Round5-lnmc,roe_chg,财报-成长,ROE-lag4(ROE),ROE同比变化,0.0004165187641758,0.0036400932956356,0.0585775446593239,0.0880328168058754,-0.0247733473337959,-0.3247343442759344,-0.3738224261547698,-0.0762880421195778,|IC|<0.02
Round5-barra,roe_chg,财报-成长,ROE-lag4(ROE),ROE同比变化,-0.0041403746469906,-0.0428794586380977,0.0602141465340271,0.0880793590918589,-0.0249057069678283,-0.2783565507695869,-0.3178393666635494,-0.0894741183527753,|IC|<0.02
Round5-raw,margin_chg,财报-成长,净利率-lag4(净利率),净利率同比变化,0.0039119277377054,0.0617773015425679,0.0542605843611321,0.0886370937008511,-0.0282841542981511,-0.28638770102636,-0.6560082215154874,-0.098761763151092,|IC|<0.02
Round5-lnmc,margin_chg,财报-成长,净利率-lag4(净利率),净利率同比变化,0.0101761320044272,0.0807903679315192,0.1094844994124366,0.0885906619165513,0.0230611827863873,-0.214875891224921,0.3541334372081075,0.1073232676542949,|IC|<0.02
Round5-barra,margin_chg,财报-成长,净利率-lag4(净利率),净利率同比变化,0.0075089342696479,0.0755887226489126,0.0714347857609176,0.0886370937008511,-0.0137146762179709,-0.2134366910514329,-0.1787354333730513,-0.0642564132268432,|IC|<0.02
Round5-raw,asset_growth_neg,财报-成长,-(TA/lag4(TA)-1),资产扩张(反向),-0.0020226755637232,-0.0203151887309376,0.0550944909718233,0.0895032928490509,-0.0255663374472159,-0.2332546327174156,-0.3107047891571732,-0.1096069867910797,|IC|<0.02
Round5-lnmc,asset_growth_neg,财报-成长,-(TA/lag4(TA)-1),资产扩张(反向),-0.006939998787169,-0.0762269931778265,0.0284645649312522,0.0894683683902388,-0.0572162931437729,-0.4532149071238971,-0.840037781057768,-0.1262453909710686,|IC|<0.02
Round5-barra,asset_growth_neg,财报-成长,-(TA/lag4(TA)-1),资产扩张(反向),-0.0079001958799544,-0.1325090314291017,0.0321426951078067,0.0895032928490509,-0.0501664448774153,-0.3984127709307177,-0.8750608396208446,-0.1259157550603194,|IC|<0.02
Round5-raw,equity_growth,财报-成长,EQ/lag4(EQ)-1,净资产同比,0.0007587651000792,0.0069230621670544,0.0380861881891174,0.0895032928490509,-0.047332721126584,-0.4394492091293602,-0.7610815118781885,-0.1077091962922403,|IC|<0.02
Round5-lnmc,equity_growth,财报-成长,EQ/lag4(EQ)-1,净资产同比,0.0096464309205628,0.0959394428398413,0.0569631866930526,0.0894683683902388,-0.0280754991314625,-0.3663621845952007,-0.4866028235017774,-0.0766331797111746,|IC|<0.02
Round5-barra,equity_growth,财报-成长,EQ/lag4(EQ)-1,净资产同比,0.006324464771596,0.073713357226157,0.028951493231444,0.0895032928490509,-0.0548194930639829,-0.4318239949763971,-1.2196656189457418,-0.1269486960005066,|IC|<0.02
Round5-raw,cfo_np,财报-质量,CFO/NPT,净利润现金含量,0.0093786068716046,0.1710573044960503,0.0794762364282979,0.0881789074114798,-0.0092799630772137,-0.1308494097726391,-0.1946737726052887,-0.0709209395238269,|IC|<0.02
Round5-lnmc,cfo_np,财报-质量,CFO/NPT,净利润现金含量,0.0103043032520403,0.118026821855436,0.0881708215920455,0.088132345022041,-0.0027740095245927,-0.1498721911900721,-0.0247512309806412,-0.0185091677286191,|IC|<0.02
Round5-barra,cfo_np,财报-质量,CFO/NPT,净利润现金含量,0.0047357939569204,0.0564412435723953,0.1189590739077282,0.0881789074114798,0.0312831081180566,-0.2418861979393853,0.4068516066820671,0.1293298600108467,|IC|<0.02
Round5-raw,accrual_neg,财报-质量,-(NPT-CFO)/TA,"应计项目(反向,低=利润实在)",0.0036067954238382,0.0651427950347434,0.0839995523163401,0.0881789074114798,0.0008479739856759,-0.118732603380494,0.0429776929452489,0.0071418798336164,|IC|<0.02
Round5-lnmc,accrual_neg,财报-质量,-(NPT-CFO)/TA,"应计项目(反向,低=利润实在)",0.0008362802745242,0.0136148160511498,0.0769329880340752,0.088132345022041,-0.0078513690830553,-0.1287652759618642,-0.1424261535971518,-0.0609742729505794,|IC|<0.02
Round5-barra,accrual_neg,财报-质量,-(NPT-CFO)/TA,"应计项目(反向,低=利润实在)",0.0027124947592573,0.0567860830858595,0.0854493235774793,0.0881789074114798,0.0006710396204221,-0.1038832036560386,0.0374633231307509,0.0064595583964081,|IC|<0.02
Round5-raw,debt_asset_neg,财报-质量,-TL/TA,资产负债率(反向),0.0054002983002709,0.0565383350702952,0.0901086462797253,0.0895032928490509,0.0052044531423443,-0.1360776662521997,0.1237178276979498,0.0382461963500948,|IC|<0.02
Round5-lnmc,debt_asset_neg,财报-质量,-TL/TA,资产负债率(反向),0.0031270968517825,0.0347123610797515,0.0736230185799953,0.0894683683902388,-0.0131044674016306,-0.2228452060837041,-0.2260581257915271,-0.0588052470678161,|IC|<0.02
Round5-barra,debt_asset_neg,财报-质量,-TL/TA,资产负债率(反向),0.0042114136079202,0.0867692258618483,0.0832332848739845,0.0895032928490509,-0.0038194841411751,-0.1196917607616072,-0.0924056193650668,-0.0319110030370638,|IC|<0.02
Round5-raw,current_ratio,财报-质量,CA/CL,流动比率,0.0045952041664428,0.0471636628209274,0.0939059236596713,0.0898620334207691,0.00800161914926,-0.1547086185357959,0.1718363733862397,0.0517205778513794,|IC|<0.02
Round5-lnmc,current_ratio,财报-质量,CA/CL,流动比率,2.131093383780212e-06,2.321752305847423e-05,0.0909772036900644,0.0898268091077032,0.0045851342361071,-0.1686010362271586,0.1107583734429684,0.0271951723352966,|IC|<0.02
Round5-barra,current_ratio,财报-质量,CA/CL,流动比率,-0.001268472397245,-0.0245687568594734,0.0903783405051288,0.0898620334207691,0.0031348830665502,-0.1398327257935627,0.0920987648567218,0.0224188082493534,|IC|<0.02
Round5-raw,equity_liab,财报-质量,total_equity/TL,权益负债比,0.0054002954057142,0.0565383009696377,0.0901086462797253,0.0895032928490509,0.0052044531423443,-0.1360776662521997,0.1237178276979498,0.0382461963500948,|IC|<0.02
Round5-lnmc,equity_liab,财报-质量,total_equity/TL,权益负债比,-0.0002792735533485,-0.0032049677587163,0.0839086665785597,0.0894683683902388,-0.0015092326862391,-0.1623424833307736,-0.0030763479035163,-0.0092965972632319,|IC|<0.02
Round5-barra,equity_liab,财报-质量,total_equity/TL,权益负债比,0.0001216635690855,0.0023378099320115,0.083407310861413,0.0895032928490509,-0.0020841250412418,-0.1394019182245787,-0.0229617141175323,-0.0149504760607693,|IC|<0.02
Round5-raw,asset_turnover,财报-质量,REV/TA,总资产周转率,0.0054396061851795,0.0879445234359415,0.0747490691447783,0.0881789074114798,-0.0162500304712163,-0.1855390158361912,-0.3568509608450294,-0.0875828213164779,|IC|<0.02
Round5-lnmc,asset_turnover,财报-质量,REV/TA,总资产周转率,0.0061696398806766,0.1003165706205526,0.077236720737821,0.088132345022041,-0.0137002980484944,-0.1668398650378899,-0.3007013041944592,-0.0821164536748042,|IC|<0.02
Round5-barra,asset_turnover,财报-质量,REV/TA,总资产周转率,0.0062780708822532,0.1665292198424521,0.0820948822977691,0.0881789074114798,-0.0075696359538673,-0.1130660471443625,-0.2237954850513977,-0.0669487980260112,|IC|<0.02
Round5-raw,ar_ratio_neg,财报-质量,-AR/REV,应收占营收比(反向),0.0029118756500672,0.02075528018848,0.0424125471818279,0.0890908113684159,-0.0533139455358105,-0.4302236750048839,-0.5091829231887911,-0.1239214590763871,|IC|<0.02
Round5-lnmc,ar_ratio_neg,财报-质量,-AR/REV,应收占营收比(反向),0.0002942237105123,0.0020348456225459,0.074615466632343,0.0890438940508571,-0.0205678190501377,-0.4239161389337625,-0.1618145791894008,-0.0485186034715971,|IC|<0.02
Round5-barra,ar_ratio_neg,财报-质量,-AR/REV,应收占营收比(反向),0.010045629955354,0.0975632676118714,0.0417944084178183,0.0890908113684159,-0.0459808513359685,-0.4846358128404342,-0.3585445488923257,-0.094877122403473,|IC|<0.02
Round5-raw,inv_asset_neg,财报-质量,-INV/TA,存货占比(反向),-0.0025614650288522,-0.0445336939336507,0.039613219489418,0.0902449875353488,-0.0527527385099597,-0.4071715111343904,-0.6684358517590964,-0.1295590115403439,|IC|<0.02
Round5-lnmc,inv_asset_neg,财报-质量,-INV/TA,存货占比(反向),-0.00208425895838,-0.0366096658712694,0.0458141920052515,0.0902091018522504,-0.0455100006944524,-0.3647795693135458,-0.5841351488461647,-0.1247602785980987,|IC|<0.02
Round5-barra,inv_asset_neg,财报-质量,-INV/TA,存货占比(反向),-0.0032336851154094,-0.139224966404388,0.0653373557060328,0.0902449875353488,-0.0207101130726068,-0.2202179732587239,-0.6343933929110359,-0.0940437002763415,|IC|<0.02
Round5-raw,nonrecur_neg,财报-质量,-non_recurring_pnl/net_profit,非经常损益占比(反向),-0.0014589998693879,-0.0321067706915269,0.0997192606686201,0.0895032928490509,0.016675700297994,-0.1606637975454707,0.3050313318878442,0.1037925192405246,|IC|<0.02
Round5-lnmc,nonrecur_neg,财报-质量,-non_recurring_pnl/net_profit,非经常损益占比(反向),0.0029346811240551,0.0388303326899714,0.1140560006681283,0.0894683683902388,0.028883230858459,-0.1828693716350955,0.4582366070760442,0.157944606033282,|IC|<0.02
Round5-barra,nonrecur_neg,财报-质量,-non_recurring_pnl/net_profit,非经常损益占比(反向),-0.0017203986238971,-0.0238385723422816,0.1186785520021085,0.0895032928490509,0.0311670948087976,-0.1117677108188868,0.4972895593917857,0.2788559824697684,|IC|<0.02
Round5-raw,ln_assets,财报-规模,log(TA),"总资产对数(市值镜像, 中性化后应归零)",-0.0022545163896674,-0.0127057385771854,0.0354715836906569,0.0895032928490509,-0.0696658290309109,-0.5313254688830744,-0.4552497323272084,-0.1311170518088637,|IC|<0.02
Round5-lnmc,ln_assets,财报-规模,log(TA),"总资产对数(市值镜像, 中性化后应归零)",0.0255827065439104,0.1515681980076669,0.0685178920218951,0.0894683683902388,-0.0318023734462508,-0.3124736928107204,-0.2087253427426129,-0.1017761628512994,超额为负
Round5-barra,ln_assets,财报-规模,log(TA),"总资产对数(市值镜像, 中性化后应归零)",0.0248710533215722,0.2461707781824625,0.0947204224167017,0.0895032928490509,-0.002419945794114,-0.1786593083046475,0.0073083627603267,-0.0135450305784662,超额为负
Round5-raw,ln_equity,财报-规模,log(EQ),净资产对数,0.0004407728598069,0.002481011717071,0.0402379204256833,0.0898638232702828,-0.0669324234535075,-0.5269852642735244,-0.4326799823412491,-0.1270100475120064,|IC|<0.02
Round5-lnmc,ln_equity,财报-规模,log(EQ),净资产对数,0.0333868708083198,0.2043368003105725,0.079025148272561,0.0898289885281828,-0.0239798233303137,-0.2921304121235998,-0.1389235799140062,-0.0820860216366927,超额为负
Round5-barra,ln_equity,财报-规模,log(EQ),净资产对数,0.0327453642206154,0.3171958839029207,0.1060629002838191,0.0898638232702828,0.0074576579787295,-0.158066921510546,0.1365161757216102,0.0471803835202293,Calmar=0.05<0.5
Round5-raw,ln_shares,财报-规模,log(SH),总股本对数,-0.0033864882143056,-0.0202454269791078,0.0368611840748249,0.0895032928490509,-0.0671029799372042,-0.5176917043267628,-0.477898886132666,-0.1296195773978433,|IC|<0.02
Round5-lnmc,ln_shares,财报-规模,log(SH),总股本对数,0.0133721415279081,0.0765708476953018,0.07884726476783,0.0894683683902388,-0.0190896538091015,-0.2770751052834144,-0.1156892292545306,-0.0688970371032617,|IC|<0.02
Round5-barra,ln_shares,财报-规模,log(SH),总股本对数,0.012933967660357,0.1118470915011604,0.1026297264829727,0.0895032928490509,0.009933201347672,-0.1714547362487936,0.1686270155159666,0.0579348320437077,|IC|<0.02
Round5-raw,circ_ratio,财报-规模,circulation_a_shares/SH,流通股比例,0.0035985156811125,0.0440484297882358,0.1122702809352789,0.0895032928490509,0.0187221262189221,-0.1043338613764832,0.3625740362677367,0.1794443910339357,|IC|<0.02
Round5-lnmc,circ_ratio,财报-规模,circulation_a_shares/SH,流通股比例,0.0063847380960806,0.0786300469842612,0.1428258637739943,0.0894683683902388,0.0503475945217586,-0.204506838448342,0.5765187361785803,0.2461902736542295,|IC|<0.02
Round5-barra,circ_ratio,财报-规模,circulation_a_shares/SH,流通股比例,0.0064076643348511,0.1318141935700612,0.1335845549189982,0.0895032928490509,0.0470013980648327,-0.1203068565401486,0.6722198977959746,0.3906792963969389,|IC|<0.02
Round5b-raw,sq_np_yoy,财报-成长,"growth(sq(归母净利), sq(归母净利,-4季))",单季归母净利同比,0.0112597969020088,0.1435543209413056,0.1088366841627599,0.0895032928490509,0.0203251861748796,-0.1541963501084104,0.3866196111111638,0.1318136658915057,|IC|<0.02
Round5b-lnmc,sq_np_yoy,财报-成长,"growth(sq(归母净利), sq(归母净利,-4季))",单季归母净利同比,0.0174916941866544,0.1895202660746561,0.1334286327107414,0.0894683683902388,0.0431310562751874,-0.0721463604923762,0.8285233529599677,0.5978271943426049,|IC|<0.02
Round5b-barra,sq_np_yoy,财报-成长,"growth(sq(归母净利), sq(归母净利,-4季))",单季归母净利同比,0.0107047671217568,0.1373402785796722,0.104948833548508,0.0895032928490509,0.0138899367521088,-0.0631198533830517,0.2928836161958146,0.2200565433480299,|IC|<0.02
Round5b-raw,sq_rev_yoy,财报-成长,"growth(sq(营收), sq(营收,-4季))",单季营收同比,0.0086129248588663,0.105069729158178,0.0984564638541241,0.0894393448591521,0.0114924144808419,-0.2228097437825824,0.210213486964307,0.0515794968646264,|IC|<0.02
Round5b-lnmc,sq_rev_yoy,财报-成长,"growth(sq(营收), sq(营收,-4季))",单季营收同比,0.0094640887967104,0.0852957186774875,0.1315183805427406,0.0894043531398505,0.0392664819378079,-0.2400178333487149,0.5395118340102901,0.163598185143013,|IC|<0.02
