轮次,因子,分类,公式,含义,IC,IC_IR,Top组年化,市场年化,超额年化,回撤,Sharpe,Calmar,判定
Round3,mfxl_pos60,资金流,"pos(MFX,60)",资金流区间位置(60日),0.0096,0.1747,0.0137,0.0953,-0.0766,-0.5058,,-0.1514,|IC|<0.02
Round3,mfxl_min20,资金流,"min(MFX,20)",20日最大净流出,-0.0026,-0.0524,0.0089,0.095,-0.0788,-0.5305,,-0.1486,|IC|<0.02
Round3,turnmc10,流动性,"-log(mean(TR,10)+1e-8)",低换手率(10日),0.0705,0.4345,0.0173,0.0895,-0.0802,-0.555,,-0.1446,超额为负
Round3,amt_log10,流动性,"-log(mean(AMT,10)+1)",小成交额(10日),0.0695,0.4266,0.0173,0.0895,-0.0803,-0.5548,,-0.1447,超额为负
Round3,amt_log40,流动性,"-log(mean(AMT,40)+1)",小成交额(40日),0.0544,0.323,0.0175,0.0895,-0.0805,-0.5447,,-0.1478,超额为负
Round3,turnmc5,流动性,"-log(mean(TR,5)+1e-8)",低换手率(5日),0.0721,0.4536,0.0159,0.0895,-0.0815,-0.56,,-0.1455,超额为负
Round3,amt_log5,流动性,"-log(mean(AMT,5)+1)",小成交额(5日),0.0717,0.4495,0.0153,0.0895,-0.0819,-0.5589,,-0.1465,超额为负
Round3,ix_mfxl_rev,交叉,rank(mfxl10)*rank(rev_5d),资金流 x 反转,0.028,0.3553,0.0033,0.0948,-0.083,-0.5581,,-0.1488,超额为负
Round3,turnmc_chg,流动性,"-mean(TR,5)/mean(TR,60)",换手率变化(反向),0.0423,0.4237,-0.0042,0.0895,-0.0832,-0.5529,,-0.1504,超额为负
Round3,amt_log3,流动性,"-log(mean(AMT,3)+1)",小成交额(3日),0.0724,0.461,0.013,0.0895,-0.0838,-0.5682,,-0.1475,超额为负
Round3,mfxl_cons60,资金流,"mean(MFX>0,60)",60日净流入为正的天数占比,0.007,0.1077,0.01,0.0945,-0.084,-0.5629,,-0.1493,|IC|<0.02
Round3,turnmc60,流动性,"-log(mean(TR,60)+1e-8)",低换手率(60日),0.0539,0.3223,0.0115,0.0895,-0.0856,-0.5684,,-0.1506,超额为负
Round3,corr_vr60,量价,"-corr(V,ret,60)",量价相关性(60日),0.0254,0.3515,0.0005,0.0895,-0.0857,-0.5619,,-0.1525,超额为负
Round3,mom20_rev,反转,"-mean(ret,20)",20日反转,0.0477,0.3511,-0.0106,0.0895,-0.0863,-0.6271,,-0.1376,超额为负
Round3,mfxl_pos20,资金流,"pos(MFX,20)",资金流区间位置,0.0086,0.1654,0.0008,0.095,-0.0877,-0.5511,,-0.1591,|IC|<0.02
Round3,amt_log60,流动性,"-log(mean(AMT,60)+1)",小成交额(60日),0.049,0.2919,0.0091,0.0895,-0.0882,-0.5715,,-0.1544,超额为负
Round3,amt_log120,流动性,"-log(mean(AMT,120)+1)",小成交额(120日),0.039,0.2411,0.005,0.0895,-0.0918,-0.5784,,-0.1588,超额为负
Round3,mfxl_cons20,资金流,"mean(MFX>0,20)",20日净流入为正的天数占比,-0.0005,-0.0084,-0.0012,0.0945,-0.0929,-0.5946,,-0.1563,|IC|<0.02
Round3,mfxl_trd20,资金流,"delta(mean(MFX,10),10)",资金流趋势,-0.002,-0.0397,-0.0057,0.0954,-0.0952,-0.6024,,-0.158,|IC|<0.02
Round3,mf_xl_trd,资金流,"delta(mean(MFX,10),10)",资金流趋势(近10日减前10日),-0.002,-0.0397,-0.0057,0.0954,-0.0952,-0.6024,,-0.158,|IC|<0.02
Round3,up_dn_vol,波动结构,"-mean(ret+,20)/mean(ret-,20)",上行波动/下行波动(反向),0.0126,0.0852,-0.0098,0.0895,-0.0977,-0.658,,-0.1485,|IC|<0.02
Round3,corr_vr20,量价,"-corr(V,ret,20)",量价相关性(20日),0.0237,0.3148,-0.0221,0.0895,-0.1048,-0.6252,,-0.1677,超额为负
Round3,upper_shadow,价格结构,"-(H-max(O,C))/(H-L)",上影线占比(反向),0.0094,0.1291,-0.0241,0.0895,-0.1059,-0.6162,,-0.1718,|IC|<0.02
Round3,turnmc_rank20,流动性,"-pos(TR,20)",换手率区间位置(反向),0.0234,0.2913,-0.0241,0.0895,-0.1062,-0.6173,,-0.1721,超额为负
Round3,amt_rank20,流动性,"-pos(AMT,20)",成交额在区间位置(反向),0.0248,0.2877,-0.0252,0.0895,-0.1067,-0.6261,,-0.1704,超额为负
Round3,down_shadow,价格结构,"mean((min(O,C)-L)/(H-L),20)",20日平均下影线,0.0241,0.2581,-0.0181,0.0903,-0.1071,-0.642,,-0.1669,超额为负
Round3,vol60,波动,"-std(ret,60)",低波动(60日),0.06,0.3148,-0.0126,0.0895,-0.111,-0.6609,,-0.168,超额为负
Round3,mfxl_div,资金流,"mean(MFX,5)/(std(MFX,20)+1e-8)",资金流强度/波动,-0.0091,-0.1414,-0.0232,0.0951,-0.1136,-0.6742,,-0.1684,|IC|<0.02
Round3,mfxl3,资金流,"mean(MFX,3)",资金流(3日),-0.0061,-0.1006,-0.028,0.0946,-0.1169,-0.6714,,-0.1742,|IC|<0.02
Round3,vol20,波动,"-std(ret,20)",低波动(20日),0.0644,0.3728,-0.0211,0.0895,-0.1181,-0.6835,,-0.1728,超额为负
Round3,mfxl60,资金流,"mean(MFX,60)",资金流(60日),-0.0016,-0.0231,-0.0283,0.0953,-0.1186,-0.6795,,-0.1746,|IC|<0.02
Round3,amp20,价格结构,"-mean((H-L)/C,20)",20日平均振幅(反向),0.0675,0.3625,-0.0213,0.0903,-0.1196,-0.6879,,-0.1738,超额为负
Round3,mfnet_pos20,资金流,"pos(MFN,20)",净流入区间位置,-0.0047,-0.0512,-0.034,0.095,-0.1203,-0.6879,,-0.1749,|IC|<0.02
Round3,hl_range,价格结构,-(H-L)/C,日内振幅(反向),0.0599,0.423,-0.0289,0.0895,-0.1207,-0.6835,,-0.1765,超额为负
Round3,ret_vol20,交叉,"-std(ret,20)*log(mean(AMT,20)+1)",低波动 x 成交额,0.0652,0.3688,-0.025,0.0895,-0.1225,-0.699,,-0.1753,超额为负
Round3,mfxl5,资金流,"mean(MFX,5)",资金流(5日),-0.0072,-0.1146,-0.0342,0.0946,-0.1227,-0.6982,,-0.1757,|IC|<0.02
Round3,mf_xl5,资金流,"mean(MFX,5)",大单特大单净流入占比(5日),-0.0072,-0.1146,-0.0342,0.0946,-0.1227,-0.6982,,-0.1757,|IC|<0.02
Round3,lower_shadow,价格结构,"(min(O,C)-L)/(H-L)",下影线占比,0.0053,0.0725,-0.0432,0.0895,-0.1257,-0.6831,,-0.1841,|IC|<0.02
Round3,mfxl10,资金流,"mean(MFX,10)",资金流(10日),-0.0077,-0.1215,-0.0421,0.0948,-0.1307,-0.7221,,-0.1811,|IC|<0.02
Round3,mf_xl10,资金流,"mean(MFX,10)",大单特大单净流入占比(10日),-0.0077,-0.1215,-0.0421,0.0948,-0.1307,-0.7221,,-0.1811,|IC|<0.02
Round3,price_pos20,反转,"-pos(C,20)",价格在20日区间的相对位置(反向),0.0227,0.1868,-0.0517,0.0895,-0.1314,-0.7391,,-0.1777,超额为负
Round3,amt_std20,流动性,"-std(AMT,20)",成交额稳定性(反向),0.0379,0.2515,-0.0337,0.0895,-0.1321,-0.7296,,-0.181,超额为负
Round3,mfxl_str,资金流,"mean(MFX,20)*mean(MFX>0,20)",资金流强度x持续性,-0.0104,-0.1878,-0.0442,0.095,-0.1327,-0.7245,,-0.1832,|IC|<0.02
Round3,mf_xl20,资金流,"mean(MFX,20)",大单特大单净流入占比(20日),-0.0099,-0.1549,-0.0487,0.095,-0.1368,-0.7344,,-0.1863,|IC|<0.02
Round3,mfxl20,资金流,"mean(MFX,20)",资金流(20日),-0.0099,-0.1549,-0.0487,0.095,-0.1368,-0.7344,,-0.1863,|IC|<0.02
Round3,rev_5d,反转,"-mean(ret,5)",5日反转,0.0244,0.192,-0.0712,0.0895,-0.1415,-0.756,,-0.1871,超额为负
Round3,body_ratio,价格结构,"mean(|C-O|/(H-L),20)",实体占比,-0.008,-0.1186,-0.0705,0.0903,-0.1459,-0.7507,,-0.1943,|IC|<0.02
Round3,price_pos60,反转,"-pos(C,60)",价格在60日区间的相对位置(反向),0.0309,0.2372,-0.0718,0.0895,-0.1502,-0.7948,,-0.189,超额为负
Round3,vol_ret_div,量价,"-std(ret,20)/mean(TR,20)",单位换手的波动,-0.035,-0.2689,-0.0946,0.0895,-0.1695,-0.8263,,-0.2051,超额为负
Round3,close_pos,价格结构,-(C-L)/(H-L),收盘在日内区间位置(反向),-0.0018,-0.0178,-0.0918,0.0895,-0.1724,-0.8036,,-0.2146,|IC|<0.02
Round3,rev_1d,反转,-ret,1日反转,0.0062,0.0511,-0.1155,0.0895,-0.1851,-0.8284,,-0.2234,|IC|<0.02
Round3,close_high,价格结构,"-mean((H-C)/(H-L),20)",收盘距最高(反向),-0.0111,-0.0991,-0.1148,0.0903,-0.1968,-0.8488,,-0.2318,|IC|<0.02
Round3,close_low,价格结构,"mean((C-L)/(H-L),20)",收盘距最低,-0.0111,-0.0991,-0.1148,0.0903,-0.1968,-0.8488,,-0.2318,|IC|<0.02
Round3,accel,动量,"mean(ret,5)-mean(ret,20)",动量加速度,-0.0079,-0.0667,-0.1393,0.0895,-0.2108,-0.8786,,-0.24,|IC|<0.02
Round3,intraday,日内,-(C-O)/O,日内涨跌(反向),-0.0123,-0.1038,-0.1486,0.0895,-0.219,-0.8868,,-0.2469,|IC|<0.02
Round3,gap20,跳空,"-mean((O-PC)/PC,20)",20日平均跳空(反向),-0.0224,-0.3271,-0.1585,0.0895,-0.2216,-0.8832,,-0.2509,超额为负
Round3,mfxl_max20,资金流,"max(MFX,20)",20日最大净流入,-0.0225,-0.3606,-0.1486,0.095,-0.2225,-0.8851,,-0.2514,超额为负
Round3,ret_pos20,动量,"pos(C,20)",价格位置(正向),-0.0227,-0.1868,-0.1469,0.0895,-0.2248,-0.8882,,-0.2531,超额为负
Round3,gap,跳空,-(O-PC)/PC,跳空幅度(反向),-0.0187,-0.255,-0.1828,0.0895,-0.2475,-0.9127,,-0.2711,|IC|<0.02
Round3,mom60,动量,"mean(ret,60)",60日动量,-0.0472,-0.3326,-0.2015,0.0895,-0.2647,-0.936,,-0.2828,超额为负
Round3,turn_chg,流动性,"mean(TR,5)/mean(TR,60)",换手率放大,-0.0423,-0.4237,-0.2021,0.0895,-0.2674,-0.9313,,-0.2871,超额为负
Round3,vwap_dev20,日内,"-mean((C-VWAP)/VWAP,20)",20日平均VWAP偏离(反向),-0.0255,-0.2312,-0.2063,0.09,-0.2742,-0.9361,,-0.2929,超额为负
Round3,amt_chg,流动性,"mean(AMT,5)/mean(AMT,60)",成交额放量,-0.0461,-0.4187,-0.2166,0.0895,-0.2813,-0.9418,,-0.2986,超额为负
Round3,intraday20,日内,"-mean((C-O)/O,20)",20日平均日内涨跌(反向),-0.0547,-0.4308,-0.2547,0.0895,-0.3142,-0.9609,,-0.327,超额为负
Round4,barra_beta,BARRA,barra.beta,贝塔暴露,-0.0047,-0.0218,0.0074,0.0895,-0.0583,-0.5742,,-0.1015,|IC|<0.02
Round4,barra_comovement,BARRA,barra.comovement,共动性暴露,,,0.0024,0.0895,-0.0744,-0.5828,,-0.1276,超额为负
Round4,barra_growth,BARRA,barra.growth,成长暴露,0.0006,0.0066,-0.0062,0.0895,-0.0842,-0.5476,,-0.1538,|IC|<0.02
Round4,barra_book_to_price,BARRA,barra.book_to_price,账面市值比(价值),0.0336,0.1992,-0.0122,0.0895,-0.1083,-0.661,,-0.1639,超额为负
Round4,barra_earnings_yield,BARRA,barra.earnings_yield,盈利收益率,0.0209,0.1429,-0.0242,0.0895,-0.1205,-0.7097,,-0.1697,超额为负
Round4,barra_leverage,BARRA,barra.leverage,杠杆暴露,-0.0019,-0.0176,-0.0391,0.0895,-0.1269,-0.7032,,-0.1804,|IC|<0.02
Round4,barra_non_linear_size,BARRA,barra.non_linear_size,非线性市值(中盘),-0.0316,-0.2623,-0.0555,0.0895,-0.1344,-0.7158,,-0.1877,超额为负
Round4,barra_momentum,BARRA,barra.momentum,动量暴露,-0.0175,-0.1051,-0.0745,0.0895,-0.1496,-0.8047,,-0.1859,|IC|<0.02
Round4,barra_size,BARRA,barra.size,市值暴露(高=大市值),-0.0259,-0.1389,-0.0574,0.0895,-0.1517,-0.783,,-0.1937,超额为负
Round4,barra_liquidity,BARRA,barra.liquidity,流动性暴露(高=高换手),-0.0465,-0.2525,-0.1912,0.0895,-0.2458,-0.9205,,-0.267,超额为负
Round4,barra_residual_volatility,BARRA,barra.residual_volatility,残差波动暴露,-0.0672,-0.5241,-0.24,0.0895,-0.2957,-0.9532,,-0.3102,超额为负
Round4,turnmc_std20,流动性,"-std(TR,20)",换手率稳定性(反向),0.0619,0.737,0.0816,0.0895,-0.0046,-0.196,,-0.0237,超额为负
Round4,turn_vol,流动性,"-std(TR,20)",换手率稳定性,0.0619,0.737,0.0816,0.0895,-0.0046,-0.196,,-0.0237,超额为负
Round4,amt_cv20,流动性,"-std(AMT,20)/mean(AMT,20)",成交额变异系数(反向),0.0411,0.7675,0.0672,0.0895,-0.0182,-0.2337,,-0.0779,超额为负
Round4,ix_amt_rev5,交叉,rank(amt_log20)*rank(rev_5d),小成交额 x 反转,0.0581,0.7348,0.0563,0.0895,-0.0294,-0.2741,,-0.1074,超额为负
Round4,ix_amt_mfxl,交叉,rank(amt_log20)*rank(mfxl20),小成交额 x 资金流,0.0239,0.3127,0.0648,0.095,-0.0328,-0.2847,,-0.1151,超额为负
Round4,turn20,流动性,"-mean(TR,20)",低换手率,0.0558,0.6008,0.0528,0.0895,-0.0329,-0.2995,,-0.1098,超额为负
Round4,ix_amt_turnmc,交叉,rank(amt_log20)*rank(turnmc20),小成交额 x 低换手,0.0531,0.4968,0.0572,0.0895,-0.0375,-0.3169,,-0.1185,超额为负
Round4,corr_cp20,量价,"-corr(C,V,20)",价量相关性,0.0424,0.7147,0.0471,0.0895,-0.0394,-0.3541,,-0.1112,超额为负
Round4,vol_price_corr,量价,"-corr(V,C,20)",量价相关(成交量vs价格),0.0424,0.7147,0.0471,0.0895,-0.0394,-0.3541,,-0.1112,超额为负
Round4,amt_price_corr,量价,"-corr(AMT,C,20)",额价相关,0.0433,0.7116,0.0477,0.0895,-0.0402,-0.3626,,-0.1108,超额为负
Round4,turn_amp,交叉,"-mean(TR,20)*mean((H-L)/C,20)",换手 x 振幅(反向),0.0551,0.6004,0.0436,0.0903,-0.0415,-0.3671,,-0.113,超额为负
Round4,mix_amt_rev,交叉,0.5*rank(amt_log20)+0.5*rank(rev_5d),小成交额与反转等权,0.0535,0.6633,0.0376,0.0895,-0.0485,-0.3645,,-0.133,超额为负
Round4,turnmc20,流动性,"-log(mean(TR,20)+1e-8)",低换手率(20日),0.0594,0.519,0.0348,0.0895,-0.0604,-0.4502,,-0.1342,超额为负
Round4,turnmc10,流动性,"-log(mean(TR,10)+1e-8)",低换手率(10日),0.0643,0.5737,0.0321,0.0895,-0.0629,-0.4766,,-0.132,超额为负
Round4,ix_amt_mom20,交叉,rank(amt_log20)*rank(mom20),小成交额 x 动量,0.0128,0.1215,0.0298,0.0895,-0.0629,-0.4245,,-0.1483,|IC|<0.02
Round4,amt_rank20,流动性,"-pos(AMT,20)",成交额在区间位置(反向),0.0249,0.4318,0.0183,0.0895,-0.0645,-0.4416,,-0.1461,超额为负
Round4,turnmc5,流动性,"-log(mean(TR,5)+1e-8)",低换手率(5日),0.0659,0.6001,0.03,0.0895,-0.065,-0.4783,,-0.1358,超额为负
Round4,amt_log10,流动性,"-log(mean(AMT,10)+1)",小成交额(10日),0.0618,0.5515,0.0289,0.0895,-0.0654,-0.4942,,-0.1323,超额为负
Round4,amt_log5,流动性,"-log(mean(AMT,5)+1)",小成交额(5日),0.0639,0.5836,0.0267,0.0895,-0.0672,-0.4953,,-0.1357,超额为负
Round4,amt_log20,流动性,"-log(mean(AMT,20)+1)",小成交额(20日),0.0559,0.4856,0.0267,0.0895,-0.0673,-0.4753,,-0.1417,超额为负
Round4,amt_log,流动性,"-log(mean(AMT,20)+1)",小成交额(20日均),0.0559,0.4856,0.0267,0.0895,-0.0673,-0.4753,,-0.1417,超额为负
Round4,amt_log3,流动性,"-log(mean(AMT,3)+1)",小成交额(3日),0.0649,0.6021,0.0258,0.0895,-0.0677,-0.4888,,-0.1385,超额为负
Round4,mom20_rev,反转,"-mean(ret,20)",20日反转,0.0433,0.4554,0.0062,0.0895,-0.0692,-0.5555,,-0.1245,超额为负
Round4,turnmc60,流动性,"-log(mean(TR,60)+1e-8)",低换手率(60日),0.0508,0.4412,0.0227,0.0895,-0.0711,-0.4912,,-0.1448,超额为负
Round4,amt_log40,流动性,"-log(mean(AMT,40)+1)",小成交额(40日),0.0489,0.419,0.0226,0.0895,-0.0711,-0.4907,,-0.145,超额为负
Round4,turnmc_rank20,流动性,"-pos(TR,20)",换手率区间位置(反向),0.0236,0.433,0.0101,0.0895,-0.0727,-0.48,,-0.1514,超额为负
Round4,amt_log60,流动性,"-log(mean(AMT,60)+1)",小成交额(60日),0.0449,0.3867,0.0174,0.0895,-0.0758,-0.5058,,-0.1499,超额为负
Round4,corr_vr60,量价,"-corr(V,ret,60)",量价相关性(60日),0.0234,0.4681,0.0072,0.0895,-0.0782,-0.5264,,-0.1486,超额为负
Round4,vol_chg,波动,"-std(ret,20)/std(ret,20).shift(20)",波动率变化(低=波动下降),0.0159,0.1631,0.0025,0.0895,-0.0788,-0.5107,,-0.1543,|IC|<0.02
Round4,ix_mfxl_rev,交叉,rank(mfxl10)*rank(rev_5d),资金流 x 反转,0.0246,0.5321,0.0068,0.0948,-0.0792,-0.5374,,-0.1473,超额为负
Round4,amt_log120,流动性,"-log(mean(AMT,120)+1)",小成交额(120日),0.0366,0.3278,0.013,0.0895,-0.08,-0.5168,,-0.1547,超额为负
Round4,vol_ratio,波动,"-std(ret,20)/std(ret,60)",短期波动相对长期(低=波动收敛),0.0242,0.3993,-0.0038,0.0895,-0.085,-0.5366,,-0.1585,超额为负
Round4,hl_range,价格结构,-(H-L)/C,日内振幅(反向),0.0534,0.6084,0.0022,0.0895,-0.085,-0.5392,,-0.1577,超额为负
Round4,up_dn_vol,波动结构,"-mean(ret+,20)/mean(ret-,20)",上行波动/下行波动(反向),0.0138,0.1225,-0.001,0.0895,-0.0859,-0.5932,,-0.1448,|IC|<0.02
Round4,vol60,波动,"-std(ret,60)",低波动(60日),0.0566,0.4344,0.0058,0.0895,-0.087,-0.5587,,-0.1557,超额为负
Round4,vol20,波动,"-std(ret,20)",低波动(20日),0.0594,0.5162,0.0034,0.0895,-0.0879,-0.5516,,-0.1593,超额为负
Round4,turnmc_chg,流动性,"-mean(TR,5)/mean(TR,60)",换手率变化(反向),0.0358,0.5542,-0.0101,0.0895,-0.0889,-0.557,,-0.1595,超额为负
Round4,ret_vol20,交叉,"-std(ret,20)*log(mean(AMT,20)+1)",低波动 x 成交额,0.0598,0.5131,-0.0009,0.0895,-0.0921,-0.5731,,-0.1607,超额为负
Round4,corr_vr20,量价,"-corr(V,ret,20)",量价相关性(20日),0.0233,0.4433,-0.01,0.0895,-0.093,-0.5761,,-0.1614,超额为负
Round4,amp20,价格结构,"-mean((H-L)/C,20)",20日平均振幅(反向),0.0623,0.4925,-0.0029,0.0903,-0.0954,-0.599,,-0.1593,超额为负
Round4,upper_shadow,价格结构,"-(H-max(O,C))/(H-L)",上影线占比(反向),0.0086,0.1898,-0.018,0.0895,-0.0998,-0.5995,,-0.1665,|IC|<0.02
Round4,down_shadow,价格结构,"mean((min(O,C)-L)/(H-L),20)",20日平均下影线,0.0212,0.3504,-0.0205,0.0903,-0.1074,-0.6302,,-0.1704,超额为负
Round4,price_pos20,反转,"-pos(C,20)",价格在20日区间的相对位置(反向),0.0216,0.2415,-0.0344,0.0895,-0.1127,-0.6659,,-0.1692,超额为负
Round4,amt_std20,流动性,"-std(AMT,20)",成交额稳定性(反向),0.029,0.2671,-0.0286,0.0895,-0.1203,-0.6937,,-0.1734,超额为负
Round4,lower_shadow,价格结构,"(min(O,C)-L)/(H-L)",下影线占比,0.0041,0.0882,-0.0408,0.0895,-0.1229,-0.6743,,-0.1823,|IC|<0.02
Round4,rev_5d,反转,"-mean(ret,5)",5日反转,0.024,0.2772,-0.0553,0.0895,-0.1258,-0.7129,,-0.1765,超额为负
Round4,price_pos60,反转,"-pos(C,60)",价格在60日区间的相对位置(反向),0.0249,0.2515,-0.0637,0.0895,-0.1407,-0.7436,,-0.1892,超额为负
Round4,body_ratio,价格结构,"mean(|C-O|/(H-L),20)",实体占比,-0.0074,-0.1773,-0.0647,0.0903,-0.1414,-0.7367,,-0.1919,|IC|<0.02
Round4,ln_mktcap,市值,-log(MC),小市值(对数总市值),-0.0217,-0.1697,-0.0526,0.0895,-0.1436,-0.7549,,-0.1903,超额为负
Round4,vol_ret_div,量价,"-std(ret,20)/mean(TR,20)",单位换手的波动,-0.0271,-0.3091,-0.0943,0.0895,-0.1713,-0.8069,,-0.2123,超额为负
Round4,rev_1d,反转,-ret,1日反转,0.0051,0.0672,-0.1099,0.0895,-0.1791,-0.8173,,-0.2191,|IC|<0.02
Round4,close_pos,价格结构,-(C-L)/(H-L),收盘在日内区间位置(反向),-0.0023,-0.034,-0.1016,0.0895,-0.1805,-0.8195,,-0.2202,|IC|<0.02
Round4,close_high,价格结构,"-mean((H-C)/(H-L),20)",收盘距最高(反向),-0.0094,-0.115,-0.1207,0.0903,-0.2003,-0.8537,,-0.2346,|IC|<0.02
Round4,close_low,价格结构,"mean((C-L)/(H-L),20)",收盘距最低,-0.0094,-0.115,-0.1207,0.0903,-0.2003,-0.8537,,-0.2346,|IC|<0.02
Round4,gap20,跳空,"-mean((O-PC)/PC,20)",20日平均跳空(反向),-0.0206,-0.4283,-0.1556,0.0895,-0.2191,-0.8805,,-0.2488,超额为负
Round4,vwap_dev,日内,-(C-VWAP)/VWAP,收盘相对VWAP偏离(反向),-0.0044,-0.0616,-0.1524,0.0895,-0.2224,-0.8882,,-0.2504,|IC|<0.02
Round4,intraday,日内,-(C-O)/O,日内涨跌(反向),-0.0114,-0.1565,-0.1577,0.0895,-0.2263,-0.8962,,-0.2526,|IC|<0.02
Round4,accel,动量,"mean(ret,5)-mean(ret,20)",动量加速度,-0.0095,-0.1227,-0.1586,0.0895,-0.2279,-0.8983,,-0.2537,|IC|<0.02
Round4,ret_pos20,动量,"pos(C,20)",价格位置(正向),-0.0216,-0.2415,-0.1535,0.0895,-0.2294,-0.8932,,-0.2569,超额为负
Round4,gap,跳空,-(O-PC)/PC,跳空幅度(反向),-0.0186,-0.4051,-0.1686,0.0895,-0.2339,-0.8983,,-0.2604,|IC|<0.02
Round4,mom60,动量,"mean(ret,60)",60日动量,-0.0386,-0.3791,-0.1815,0.0895,-0.2462,-0.9208,,-0.2673,超额为负
Round4,turn_chg,流动性,"mean(TR,5)/mean(TR,60)",换手率放大,-0.0358,-0.5542,-0.1918,0.0895,-0.2572,-0.9224,,-0.2788,超额为负
Round4,vwap_dev20,日内,"-mean((C-VWAP)/VWAP,20)",20日平均VWAP偏离(反向),-0.0228,-0.2937,-0.2077,0.09,-0.2743,-0.9361,,-0.293,超额为负
Round4,amt_chg,流动性,"mean(AMT,5)/mean(AMT,60)",成交额放量,-0.0386,-0.5459,-0.2098,0.0895,-0.2744,-0.9366,,-0.2929,超额为负
Round4,intraday20,日内,"-mean((C-O)/O,20)",20日平均日内涨跌(反向),-0.0501,-0.587,-0.2521,0.0895,-0.3116,-0.9596,,-0.3248,超额为负
Round5-raw,ep_ttm,财报-估值,NI/MC,盈利收益率(归母TTM/市值),0.0216298952962629,0.14949320298873,0.0524160948865841,0.088132345022041,-0.0508616625010175,-0.468715460371469,-0.349338193604633,-0.1085128757235964,超额为负
Round5-lnmc,ep_ttm,财报-估值,NI/MC,盈利收益率(归母TTM/市值),0.0317313600942932,0.2976060660735032,0.1027957508417916,0.088132345022041,0.0023448899628029,-0.2043928742946217,0.0715157819628381,0.0114724643454197,Calmar=0.01<0.5
Round5-barra,ep_ttm,财报-估值,NI/MC,盈利收益率(归母TTM/市值),0.0242749897060179,0.285681592553103,0.0819700075982516,0.088132345022041,-0.0120513939259226,-0.2107862933256453,-0.1114184341626092,-0.0571735179540559,超额为负
Round5-raw,ep_ttm_all,财报-估值,NPT/MC,盈利收益率(全部净利润TTM/市值),0.0212414189005099,0.1454652314703187,0.0527319348316104,0.088132345022041,-0.0508914240532718,-0.4689892018397545,-0.3449107289570427,-0.1085129974285859,超额为负
Round5-lnmc,ep_ttm_all,财报-估值,NPT/MC,盈利收益率(全部净利润TTM/市值),0.0319262675180052,0.2957802425252238,0.099733508909235,0.088132345022041,-0.0009711026130072,-0.2064621567363556,0.0375465485091566,-0.0047035380641078,超额为负
Round5-barra,ep_ttm_all,财报-估值,NPT/MC,盈利收益率(全部净利润TTM/市值),0.0246059185029875,0.2900163593599365,0.0758217780285095,0.088132345022041,-0.0182817043450438,-0.2413864859536376,-0.1859687680411184,-0.0757362379787704,超额为负
Round5-raw,bp,财报-估值,EQ/MC,账面市值比,0.0351095475290863,0.2141093237417465,0.0884828075538606,0.0894683683902388,-0.0154589361614477,-0.2585357349062431,-0.0677755433688377,-0.0597941950541339,超额为负
Round5-lnmc,bp,财报-估值,EQ/MC,账面市值比,0.0360311327058819,0.220896545506332,0.0877913723948722,0.0894683683902388,-0.0149857039253039,-0.2538609310832656,-0.0679281755564959,-0.0590311548191269,超额为负
Round5-barra,bp,财报-估值,EQ/MC,账面市值比,0.0324228033301905,0.3332523117501005,0.1068967193317742,0.0894683683902388,0.0071570751744971,-0.1916377424804624,0.122496930482645,0.037346897755419,Calmar=0.04<0.5
Round5-raw,sp_ttm,财报-估值,REV/MC,营收市值比,0.0226030039226703,0.175183491146669,0.0866440448000445,0.088132345022041,-0.0098688304276082,-0.1923433100886626,-0.0669362021241756,-0.051308415265699,超额为负
Round5-lnmc,sp_ttm,财报-估值,REV/MC,营收市值比,0.0255294333529177,0.2030127467209029,0.090110603708748,0.088132345022041,-0.0058478402494027,-0.1824984361871326,-0.024255581578333,-0.0320432348439765,超额为负
Round5-barra,sp_ttm,财报-估值,REV/MC,营收市值比,0.0204468501032261,0.3151836924379798,0.1023174517052811,0.088132345022041,0.0063971059162244,-0.1374775501190097,0.1224638914167005,0.0465320040303793,Calmar=0.05<0.5
Round5-raw,cfp_ttm,财报-估值,CFO/MC,现金流市值比,0.0190760329900454,0.1626658258852542,0.0866493179817013,0.088132345022041,-0.0158878144762232,-0.2554475211376747,-0.0863674031393856,-0.0621960017676601,|IC|<0.02
Round5-lnmc,cfp_ttm,财报-估值,CFO/MC,现金流市值比,0.027542195350244,0.2562450329991192,0.095896197747187,0.088132345022041,-0.0044600549923273,-0.1954047233869199,0.0070278239490559,-0.0228247041065432,超额为负
Round5-barra,cfp_ttm,财报-估值,CFO/MC,现金流市值比,0.0244462138237324,0.4391262091965285,0.1096342891622372,0.088132345022041,0.0105419339667209,-0.1398797145699115,0.1644523023424453,0.0753642799396202,Calmar=0.08<0.5
Round5-raw,gp_mc,财报-估值,GP/MC,毛利市值比,0.0270082861514192,0.2072229609955794,0.091581404479037,0.0890493360693223,-0.0104490517806326,-0.2676336450884161,-0.0559531367420355,-0.0390423699426154,超额为负
Round5-lnmc,gp_mc,财报-估值,GP/MC,毛利市值比,0.0311367572234276,0.2536348644363944,0.0974417554474005,0.0890493360693223,-0.0038706963029427,-0.2405416890540804,0.0068851868419589,-0.0160915819547294,超额为负
Round5-barra,gp_mc,财报-估值,GP/MC,毛利市值比,0.0299600543493053,0.4466206058081137,0.1047682047471336,0.0890493360693223,0.0049259952461695,-0.1785199159880132,0.1010399112783962,0.0275935332979895,Calmar=0.03<0.5
